244,Niddrie Farm Grove,EH16 4DX,55.9316356,-3.1338883,11
245,Marchhall Crescent,EH16 5HL,55.9363533,-3.168549,17
246,Pentland Avenue,EH13 0HY,55.9078668,-3.2633371,5
247,Glenlee Gardens,EH8 7HG,55.9527885,-3.14976,1
248,Rodney Street,EH7 4EL,55.9619217,-3.1956448,4
249,Corstorphine Bank Drive,EH12 8RN,55.945607,-3.2899499,15
250,Stirling Road,EH5 3JA,55.9768031,-3.2099361,7
251,New Craighall Drive,EH21 8SG,55.9340909,-3.0900318,11
252,South Gyle Mains,EH12 9ER,55.9347994,-3.298578,9
253,Mentone Gardens,EH9 2DJ,55.9312525,-3.1726009,17
254,Primrose Bank Road,EH5 3JQ,55.9789363,-3.2088198,7
255,Featherhall Crescent South,EH12 7UL,55.9411418,-3.2900068,15
256,Thorntree Side,EH6 8FB,55.9665134,-3.1686508,12
257,Hutchison Grove,EH14 1QR,55.9293437,-3.2431835,2
258,Glenlee Avenue,EH8 7HQ,55.9530635,-3.1490592,1
259,Iona Street,EH6 8SR,55.9636247,-3.17442,12
260,Dovecot Road,EH12 7LE,55.9384992,-3.2829813,15
261,Findlay Medway,EH7 6HE,55.9643271,-3.1489908,1
262,Figgate Bank,EH15 1HX,55.9551416,-3.1122573,11
263,Parkhead Place,EH11 4RQ,55.924771,-3.274556,13
264,Craigleith Hill Gardens,EH4 2JJ,55.9594886,-3.2343384,4
265,Meadow Place Rd,EH12 7QP,55.9374037,-3.2916098,9
266,North Bughtlin Brae,EH12 8XH,55.954573,-3.3039958,9
267,Madeira Place,EH6 4AN,55.9756224,-3.1832822,8
268,Lanark Road West,EH14 5EN,55.9020103,-3.2888302,10
269,Ferry Gair Drive,EH4 4GJ,55.966821,-3.2605078,7
270,Wardieburn Place West,EH5 1EE,55.9776417,-3.2289001,7
271,St Leonard'S Hill,EH8 9RZ,55.9438716,-3.1787452,17
272,Craighall Avenue,EH6 4RP,55.9760288,-3.1958736,7
273,Murieston Terrace,EH11 2LH,55.9401264,-3.2263845,13
274,Relugas Gardens,EH9 2PU,55.9302618,-3.1789397,17
275,Chancelot Terrace,EH5 3AA,55.9721422,-3.1975593,4
276,Broombank Terrace,EH12 7NY,55.9336196,-3.28327,15
277,Crarae Avenue ,EH4 3JD,55.9512925,-3.234979,4
278,Old Liston Road,EH28 8SJ,55.939492,-3.4079927,14
279,Cramond Green,EH4 6NJ,55.9748295,-3.3000075,14
280,Gilmore Place Lane,EH3 9RQ,55.9417123,-3.2078193,2
281,Meadowfield Terrace,EH8 7PD,55.9444756,-3.1411191,1
282,North Bank Street,EH1 2NE,55.9499731,-3.1940404,6
283,Greenend Gardens,EH17 7QH,55.9132509,-3.1497282,16
284,Pinkhill,EH12 7FA,55.9412308,-3.2667091,15
285,Cockburn Street,EH1 1NY,55.9506139,-3.1900501,6
286,Kilchurn Court,EH12 8GH,55.9473415,-3.3079629,9
287,Balgreen Road,EH12 5XE,55.9389459,-3.2513847,15
288,Walker Drive,EH30 9RS,55.9903197,-3.4087762,14
289,Dinnies Close,EH1 3EG,55.953252,-3.188267,6
290,Buckstone Wynd,EH10 6UQ,55.9056714,-3.1996815,5
291,Haddon'S Court,EH8 9EL,55.944245,-3.1826762,17
292,Baberton Mains Row,EH14 3EH,55.9091092,-3.2840503,10
293,Rankin Avenue,EH9 3DB,55.9259422,-3.1756218,17
294,Carrubbers Close,EH1 1SF,55.950678,-3.1870061,6
295,Fountainhall Road,EH9 2LN,55.931619,-3.1819378,17
296,Turner Avenue,EH14 7BS,55.889578,-3.3438398,10
297,Scotland Street Lane,EH3 6RU,55.9585484,-3.198235,6
298,Farrer Terrace,EH7 6SE,55.9552951,-3.1308727,1
299,Darly Gait,EH11 2AU,55.9443768,-3.2190251,13
300,Queens Road,EH4 2DA,55.9589268,-3.2479397,4
301,Murdoch Terrace,EH11 1BE,55.9398138,-3.2178129,2
302,Hampton Place,EH12 5JA,55.9450456,-3.2280968,15
303,Brunstane Road,EH15 2QX,55.9470225,-3.1020485,11
304,Allan Park,EH29 9HA,55.957608,-3.4090137,14
305,Queens Park Avenue,EH8 7ED,55.9540377,-3.1550027,1
306,Carlton Street,EH4 1NE,55.957217,-3.2109277,4
307,Morningside Road,EH10 4AX,55.9296324,-3.2096585,3
308,Calton Hill Footpath 22-26,EH1 3EG,55.953252,-3.188267,6
309,Mount Grange,EH9 2QX,55.9341468,-3.1955015,17
310,Woodhall Bank,EH13 0HJ,55.9016086,-3.266984,5
311,East Preston Street Lane,EH8 9QH,55.939023,-3.1782457,17
312,Corbiehill Road,EH4 5EB,55.9639816,-3.2665821,14
313,Queen'S Road,EH4 2DA,55.9589268,-3.2479397,4
314,Trinity Grove,EH5 3HB,55.9761063,-3.2056247,7
315,Murieston Crescent,EH11 2LL,55.9406639,-3.2265837,13
316,East Pilton Farm Wynd,EH5 2GL,55.9731805,-3.2246374,7
317,Horse Wynd,EH8 8AZ,55.9519602,-3.1737179,6
318,Villa Road,EH30 9RF,55.9905563,-3.4000348,14
319,Henderson Gardens,EH3 5DN,55.9602448,-3.2034947,4
320,Albert Street,EH7 5LL,55.9625217,-3.1753456,12
321,Ramsay Gardens,EH1 2NA,55.9493235,-3.1963552,6
322,Torrance Park,EH4 7LF,55.953444,-3.2925536,9
323,Hillwood Crescent Ratho,EH28 8QF,55.9370826,-3.3899789,14
324,Bridge Road,EH13 0LG,55.9072498,-3.25745,5
325,Pilton Drive,EH5 2HF,55.9724484,-3.2295863,7
326,Hillsland Gardens,EH14 2QE,55.9175735,-3.2777203,13
327,Bryce Crescent,EH14 5LL,55.8987641,-3.3067747,10
328,Lochend Road,EH6 8BY,55.965876,-3.1637559,8
329,Montpelier Park,EH10 4NH,55.9369558,-3.2114876,3
330,Coillesdene Drive,EH15 2JD,55.9476647,-3.0952013,11
331,Rosebank Gardens,EH5 3QR,55.9729738,-3.2137098,7
332,Spybank Law Road,EH15 1TJ,55.9551794,-3.115977,11
333,Mid Gillsland Road,EH10 5BW,55.9326318,-3.2219027,3
334,Granville Terrace,EH10 4PG,55.9384153,-3.2149061,3
335,Boswall Loan,EH5 1AR,55.9778254,-3.2224523,7
336,Muirhouse Avenue,EH4 4PP,55.9700845,-3.2536885,7
337,Niddrie House Park,EH16 4UL,55.9306402,-3.1225037,11
338,Buckstone Neuk,EH10 6TU,55.9082943,-3.1980443,5
339,Orwell Place,EH11 2AF,55.9429656,-3.2192017,13
340,Clerwood Bank,EH12 8PZ,55.9505989,-3.2881487,9
