Buckstone Gate,EH10 6UH,8,55.9059573,-3.1998348
Caiystane Drive,EH10 6SP,8,55.9030081,-3.2174539
Craigentinny Avenue,EH7 6RJ,14,55.9602655,-3.136477
Wilkieston Road Ratho,EH28 8RH,2,55.9204284,-3.3877655
Warden'S Close,EH1 2AW,11,55.9476605,-3.1940984
Tweeddale Court,EH1 1TE,11,55.9500572,-3.1842807
Hope Park Crescent,EH8 9NA,15,55.941003,-3.1828887
Stennis Gardens,EH17 7QW,16,55.9107316,-3.1509542
North Gyle Avenue,EH12 8JR,3,55.9427261,-3.3040525
Alnwickhill Loan,EH16 6YB,16,55.9051849,-3.1726358
Frogston Grove,EH10 7AF,8,55.9014049,-3.2007118
Buckstone Shaw,EH10 6XP,8,55.9034838,-3.1982914
Ann Street,EH4 1PJ,5,55.9564608,-3.2131444
Buckstone Terrace,EH10 6PZ,8,55.9085322,-3.2095534
Russell Road,EH12 5NE,6,55.9433679,-3.2313294
Redford Place,EH13 0AN,8,55.9076448,-3.2373326
Templeand Grove,EH1 3EG,11,55.953252,-3.188267
Ferniehill Path,EH17 7BD,16,55.9107461,-3.1300604
Craigleithhill Green,EH4 2ND,5,55.9613434,-3.2404391
Dunollie Court,EH12 8GP,3,55.946872,-3.3056412
Old Dalkeith Road,EH16 4SX,16,55.9193987,-3.137297
Upper Grove Place,EH3 8AY,9,55.9439507,-3.2128328
Bath Road,EH6 7JT,13,55.9752789,-3.1605142
Stenhouse Crescent,EH11 3JF,7,55.9307045,-3.2580993
Builyeon Road,EH30 9XL,1,55.9841996,-3.4102128
Juniper Grove,EH14 5EA,2,55.9041842,-3.2897151
North Bughtlin Place,EH12 8UP,3,55.9524832,-3.304152
North Bughtlinfield,EH12 8XZ,3,55.9551409,-3.3072878
Bramdean Grove,EH10 6JR,10,55.9150096,-3.2067827
Cathedral Lane,EH1 3JR,11,55.9563188,-3.18753
Bellfield Street,EH15 2BR,17,55.9520674,-3.1081576
Hope Lane,EH15 3AW,17,55.9455327,-3.108667
Clarinda Terrace,EH16 6XN,16,55.9175878,-3.1633233
Violet Terrace,EH11 1NZ,9,55.9361425,-3.2279431
Industry Lane,EH6 4EZ,13,55.9750213,-3.1852734
Westland Cottages,EH17 8QT,16,55.9025463,-3.1361445
Hamilton Drive,EH15 1NP,14,55.9494657,-3.1248282
Woodhall Avenue,EH14 5BU,2,55.9057712,-3.2819139
Allanpark Drive ,EH14 1LW,9,55.9244032,-3.2428853
Ravenswood Avenue ,EH16 5SH,16,55.9205933,-3.1519088
Grierson Crescent,EH5 2AX,4,55.9758838,-3.2180334
Mortonhall Park Bank,EH17 8ST,16,55.9005603,-3.1670488
Saughton Mains Drive,EH11 3PN,7,55.9291282,-3.2673574
Spiers Place,EH6 6DB,13,55.9729,-3.1726929
Pattison Street,EH6 7HH,13,55.9737308,-3.1636718
Easter Drylaw,EH4 2QX,5,55.9652753,-3.2427968
Queen Anne Drive,EH28 8PL,1,55.9376266,-3.3959816
Stanhope Place,EH12 5HH,6,55.9449972,-3.2266865
Milnacre,EH6 5TD,12,55.9711933,-3.1896372
Gayfield Square,EH1 3NW,11,55.9589964,-3.1857708
Groathill Avenue ,EH4 2LP,5,55.9601373,-3.2438621
Bellevue Street,EH7 4BY,12,55.9621039,-3.190661
Abercorn Road,EH8 7DJ,14,55.9534951,-3.1498645
Elmwood Terrace,EH6 8DF,13,55.966769,-3.1617451
St Catherines Pl,EH9 1NU,15,55.9370867,-3.1848369
Oxgangs Medway,EH13 9LP,8,55.9044652,-3.2203308
Belgrave Crescent ,EH4 3AH,5,55.9538877,-3.2175041
Almondhill Road,EH29 9BW,1,55.9580881,-3.3989406
Baxters Place,EH1 3AF,11,55.9574685,-3.184459
Brighouse Park Drive,EH4 6QG,1,55.9753688,-3.2956704
Bonaly Avenue,EH13 0ET,8,55.9014371,-3.2561542
The Glebe,EH4 6NW,1,55.9755038,-3.3001958
North West Circus Place,EH3 6SX,5,55.9572131,-3.2065205
Sciennes House Place,EH9 1NW,15,55.9377431,-3.1817275
Carnbee Park,EH16 6GE,16,55.9078714,-3.1493973
Pembroke Place,EH12 5HX,6,55.9446545,-3.2287324
Kirkgate,EH16 6RX,16,55.9128711,-3.1615105
John Street Lane East,EH15 2DZ,17,55.9509233,-3.1043159
Douglas Terrace,EH11 2BS,7,55.9446246,-3.2170993
Easter Drylaw Grove,EH4 2RN,5,55.9643305,-3.2461678
Harvest Road,EH28 8AN,1,55.9347585,-3.3999787
Carnegie Court,EH8 9RS,15,55.9449792,-3.1809801
Avon Grove,EH4 6RF,1,55.9690473,-3.3103622
Stanhope Street,EH12 5JB,6,55.945392,-3.2274612
Sunbury Street,EH4 3BU,5,55.9517763,-3.2202478
Mayfield Road,EH9 3AP,15,55.9263259,-3.1737163
Claremont Crescent,EH7 4HX,12,55.9636715,-3.1918087
Peffermill Road,EH16 5LR,15,55.9320996,-3.1498076
Whitehouse Close,EH4 6RG,1,55.9681385,-3.3074384
Blacket Place,EH9 1RT,15,55.936152,-3.1744107
Mortonhall Park Gardens,EH17 8SN,16,55.8998652,-3.1697487
Saughton Mains G,EH12 5SA,6,55.93847,-3.248894
Gibson Terrace,EH11 1AT,9,55.9400778,-3.2169099
Fairview Road,EH28 8TR,1,55.9438505,-3.3655357
Corbiehill Terrace,EH4 5BA,1,55.9640076,-3.2720956
Oakville Terrace,EH6 8DG,13,55.9670414,-3.1614281
Craigmount Way,EH12 8DW,3,55.9525836,-3.2976365
Upper Gilmore Place,EH3 9NL,10,55.9405428,-3.2085295
Broomlea Crescent,EH12 7NR,6,55.9349005,-3.2831512
Clayhills Grove,EH14 7NE,2,55.8805998,-3.3474835
Villa Road Sq Ferry,EH1 3EG,11,55.953252,-3.188267
Inchkeith Avenue,EH30 9QP,1,55.9843133,-3.3923268
Bughtlin Gardens,EH12 8XB,3,55.9519972,-3.3093966
Elliot Park,EH14 1DY,9,55.915434,-3.2450112
Grassmarket,EH1 2LJ,11,55.9475383,-3.1962969
Park Gardens,EH16 6JF,16,55.9138369,-3.1576977
Bleachfield ,EH6 5TE,12,55.9705961,-3.1900675
Inchgarvie Park,EH1 3EG,11,55.953252,-3.188267
Boswall Crescent,EH5 2ER,4,55.9748328,-3.2205181
Toddshill Road,EH29 9DF,1,55.9539018,-3.407985
Marionville Avenue,EH7 6AY,14,55.9576908,-3.1537178
Bellevue Crescent,EH3 6ND,11,55.9605547,-3.1932895
Broomhouse Terrace,EH11 3SU,7,55.9301473,-3.2764681
Dean Path Buildings,EH1 3EG,11,55.953252,-3.188267
Leith Links,EH6 8AA,13,55.9710389,-3.1639694
Fox Covert Grove,EH12 6UJ,3,55.9547217,-3.2801966
Colinton Mains Gardens,EH13 9AD,8,55.9128076,-3.2372228
West Pilton Crescent,EH4 4HP,4,55.9733632,-3.252263
Cramond Park,EH4 6PX,1,55.9730727,-3.3012406
Broompark Road,EH12 7JZ,6,55.9369499,-3.2820685
Sighthill Rise,EH11 4PZ,7,55.9189246,-3.2872596
Alnwickhill Court,EH16 6YG,16,55.9050802,-3.1754233
Salveson Grove,EH4 5JP,4,55.9752716,-3.2573958
Westbank Street,EH15 1DR,17,55.9566388,-3.1186625
Forrester Park Drive,EH11 3SN,7,55.9312238,-3.2827736
Barnton Park Place,EH4 6ET,1,55.9628267,-3.2887445
Stevenson Street,EH11 3DP,7,55.9341202,-3.2568139
Glen Street,EH3 9JF,10,55.9438935,-3.2016527
Coalhill,EH6 6RH,13,55.9749758,-3.1725278
Rosebery Crescent Lane,EH12 5JP,11,55.9465454,-3.218656
Blackbarony Road,EH9 3JD,15,55.9225635,-3.1686678
Moredunvale Way,EH17 7RE,16,55.9157043,-3.1431753
Duddingston Grove East,EH15 1RX,14,55.9452602,-3.1273948
Paisley Crescent,EH8 7JN,14,55.9507448,-3.1480549
Morningside Place,EH10 5ES,10,55.9301999,-3.2129171
Ashburnham Gardens,EH30 9LB,1,55.9876639,-3.3860052
Elizafield,EH6 5PY,12,55.9700459,-3.1859684
Fettes Rise,EH4 1QH,5,55.9675362,-3.2229433
Burdiehouse Square,EH17 8BN,16,55.8930299,-3.1626014
Sighthill Park,EH11 4PN,7,55.921837,-3.281209
Gosford Place,EH6 4BH,12,55.9726579,-3.1912663
Grierson Avenue,EH5 2AP,4,55.9771309,-3.2169833
Morven Street,EH4 7LQ,3,55.9530302,-3.2920696
Dryden Gardens,EH7 4PR,12,55.9648094,-3.1826193
East Fettes Avenue,EH4 1DN,5,55.9645874,-3.2222654
Carfae Park,EH4 3SH,5,55.9581894,-3.2642942
Niddriemill Avenue,EH15 3EN,17,55.9349155,-3.1157321
Drumbrae Crescent,EH12 8SH,6,55.9425973,-3.2931142
Redheughs Avenue,EH12 9RH,3,55.9331113,-3.3095238
Lewis Terrace,EH11 2BT,7,55.9448103,-3.2174093
Crewe Terrace,EH5 2LQ,4,55.9732207,-3.2340084
Spylaw Bank Road,EH13 0JG,8,55.9090683,-3.2619123
Grant Avenue,EH13 0DP,8,55.9047851,-3.258614
Viewfield Road,EH14 5BE,2,55.9080231,-3.2750584
Carrubers Close,EH1 1SF,11,55.950678,-3.1870061
Cockburnhill Road,EH14 7HY,2,55.8759769,-3.3553547
Ardmillan Terrace Lane,EH11 2JZ,7,55.9391454,-3.2250604
Gamekeepers Road,EH4 6LT,1,55.9710961,-3.3011016
Bughtlin Green,EH12 8XA,3,55.9525846,-3.3085799
Finlaggan Court,EH12 8GL,3,55.9476327,-3.3071364
Bonnington Grove,EH6 4BN,12,55.9726216,-3.1898161
Strathern Road,EH9 2AF,10,55.9341845,-3.1974351
Rose Park,EH5 3ST,4,55.9730595,-3.2091656
Hillpark Gardens ,EH4 7AJ,5,55.9611791,-3.2741963
Afton Place,EH5 3RB,4,55.9735754,-3.214452
Holyrood Park Road,EH16 5BG,15,55.9405083,-3.1728035
Double Hedges Road,EH16 6TS,16,55.9204692,-3.1637156
Sauchiebank,EH11 2NN,7,55.9430473,-3.2275415
Shandon Terrace,EH11 1QQ,9,55.932796,-3.2318315
Southfield Place,EH15 1LZ,14,55.9498425,-3.1192031
Kings Haugh,EH16 5UX,17,55.9334939,-3.1473677
Lussielaw Road,EH9 3BU,15,55.9270924,-3.1767343
Carnbee Crecent,EH16 6GF,16,55.9066922,-3.1498504
East Kilngate Rigg,EH17 8UA,16,55.901359,-3.1405788
New Cut Rigg,EH6 4QR,4,55.9738659,-3.1943721
Pirniefield Bank,EH6 7QQ,13,55.9685152,-3.1495712
Craigour Drive,EH17 7NU,16,55.9163877,-3.1344788
Baberton Mains Avenue,EH14 3EQ,2,55.9089573,-3.2850674
Balmwell Terrace,EH16 6PR,16,55.9017939,-3.1622671
Marshall Street,EH8 9BJ,15,55.9457401,-3.1866497
Bangholm Avenue,EH5 3AS,4,55.9723853,-3.2040686
Rosefield Place,EH15 1AZ,17,55.95225,-3.1178267
Glebe Terrace,EH12 7SQ,6,55.9415219,-3.2826877
Wester Coates Terrace,EH12 5LR,6,55.9464698,-3.231858
Dolphin Avenue,EH14 5RL,2,55.8946974,-3.3183886
Hutchison Crossway,EH14 1RQ,9,55.9317432,-3.2428234
Milton Street,EH8 8HA,11,55.9546777,-3.1682192
Merchiston Place,EH10 4NR,10,55.9354321,-3.211245
Arrol Place,EH30 9QB,1,55.9857679,-3.3897962
Hawkhead Grove,EH16 6LS,16,55.9132421,-3.1670251
Paisley Grove,EH8 7LF,14,55.9489958,-3.1428368
Granton Terrace,EH5 1BG,4,55.9788293,-3.2219815
Trotters Haugh,EH9 2GZ,15,55.9273916,-3.1908405
Torphichen Place,EH3 8DU,11,55.9465555,-3.2142727
Moredunvale Loan,EH17 7RJ,16,55.9161762,-3.1422304
Annandale Street,EH7 4AZ,12,55.9610211,-3.1856883
Silverknowes Green,EH4 5PL,1,55.9678442,-3.2649652
Harlaw Road,EH14 7AS,2,55.8803668,-3.3099485
West Silvermills Lane,EH3 5BD,5,55.9591812,-3.204813
Magdalene Drive,EH15 3DL,17,55.9421699,-3.1099032
Colinton Mains Grove,EH13 9DF,8,55.9083782,-3.2312222
Piershill Square East,EH8 7BG,14,55.9555795,-3.1453272
Bedford Court,EH4 1JX,5,55.957827,-3.2136141
Stair Park,EH12 6HL,6,55.9460146,-3.2432452
Tytler Court,EH8 8HJ,11,55.9552821,-3.1682214
Livingstone Place,EH9 1PD,15,55.9387142,-3.1867524
Baberton Mains Lea,EH14 3HB,2,55.9116579,-3.292155
Ravelrig Road,EH14 7DG,2,55.894145,-3.3482603
Calderview,EH11 4HX,7,55.9207402,-3.2985187
Agnew Terrace ,EH6 4QU,12,55.9730761,-3.1922331
Stenhouse Cottages,EH11 3JQ,7,55.9301663,-3.2589554
Bankhead Broadway,EH11 4DB,7,55.9261642,-3.2980484
Orchard Place,EH4 2ET,5,55.9570037,-3.2282195
Red Gaunlet Terr,EH1 3EG,11,55.953252,-3.188267
Drum Cottages,EH17 8RH,16,55.9046361,-3.1301843
Wisp Green,EH15 3QY,17,55.9326982,-3.1126504
Hillview Drive ,EH12 8QP,6,55.9466742,-3.2918675
Caiystane Hill,EH10 6SX,8,55.9040431,-3.2131384
Redhall Grove,EH14 2DU,7,55.9214008,-3.2603794
The Wisp,EH16 4SH,17,55.9251117,-3.1131909
South Ettrick Road,EH10 5BQ,10,55.9320417,-3.2181339
Rankin Avenue ,EH9 3DB,15,55.9259422,-3.1756218
South Gillsland Road,EH10 5DE,10,55.9303144,-3.2201149
Haymarket Yards,EH12 5HE,11,55.9454588,-3.2225523
Captain'S Road,EH17 8HW,16,55.902068,-3.1554541
Gote Lane,EH30 9PS,1,55.9907209,-3.3968931
Eastfield Road,EH28 8LL,1,55.9411166,-3.3598666
Duddingston Square West,EH15 1RS,14,55.944646,-3.1287533
Pittville Street Lane,EH15 2BT,17,55.9525524,-3.1068422
March Road,EH4 3TA,5,55.9599208,-3.2634678
Willowbrae Avenue,EH8 7HF,14,55.9525256,-3.1486352
Beresford Terrace,EH5 3HR,4,55.9758008,-3.2032365
Granby Road,EH16 5NL,15,55.9276084,-3.1721805
Joppa Park,EH15 2EP,17,55.9494159,-3.0975541
East Clapperfield,EH16 6TU,16,55.9205934,-3.1617391
High Street,EH1 1PD,11,55.9500811,-3.1882366
East Claremont Street,EH7 4HX,12,55.9631639,-3.1913006
Hillpark Terrace,EH4 7SX,5,55.9587305,-3.2699651
Dolphin Road,EH14 5RY,2,55.8938092,-3.3202212
Hillview Crescent,EH12 8QF,6,55.9466274,-3.2852165
Howdenhall Crescent,EH16 6UR,16,55.9042676,-3.1703119
South Gyle Gardens,EH12 7RZ,3,55.9372533,-3.298617
Murrayfield Gardens,EH12 6DF,6,55.9469905,-3.2394883
Savile Terrace,EH9 3AD,15,55.9298664,-3.1751019
Dudley Grove,EH6 4QP,4,55.9771115,-3.1896244
Brighouse Park Rigg,EH4 6QU,1,55.9765413,-3.294788
Fernieside Crescent,EH17 7HS,16,55.9116453,-3.1301614
Saunders Street,EH3 6TR,5,55.9571646,-3.2094124
Bernard Street,EH6 6SH,13,55.9758912,-3.1679682
Roseburn Avenue,EH12 5PB,6,55.9439281,-3.2366934
Springvalley Terr,EH10 4QB,10,55.9291286,-3.2113809
Cameron Toll Gardens,EH16 4TG,16,55.9284096,-3.1562965
Learmonth Avenue South,EH4 1PE,5,55.9556055,-3.22054
Barnton Avenue,EH4 6JJ,1,55.96708,-3.2857196
Gracemount Place,EH16 6EH,16,55.9079904,-3.1591439
Craigleigh Avenue North,EH4 3LD,6,55.9525872,-3.246212
Doublehedges Road,EH16 6TS,16,55.9204692,-3.1637156
Great Junction Street,EH6 6DU,13,55.9728806,-3.1755716
Wardieburn Place North,EH5 1DS,4,55.9784848,-3.2270874
Gilberstoun Place,EH15 2RB,17,55.9409096,-3.0970312
Bankhead Medway,EH11 4BY,7,55.9261837,-3.2958666
Kirk Street,EH6 5EY,13,55.9706642,-3.1732081
High School Yards,EH1 1LZ,11,55.9487923,-3.1843519
Claremont Terrace,EH7 4HX,12,55.9636715,-3.1918087
Orchard Brae Gardens,EH4 2HH,5,55.9564235,-3.2258952
Dean Street,EH4 1LL,5,55.958136,-3.2121607
High Street South Queensferry,EH30 9HW,1,55.9898061,-3.3950324
Grierson Gardens,EH5 2AS,4,55.9765838,-3.2173129
Plewlands Croft,EH1 3EG,11,55.953252,-3.188267
Lynedoch Place,EH3 7UA,5,55.9519042,-3.2140111
Glendevon Park,EH12 5XA,6,55.9394732,-3.2553323
Muir Wood Crescent,EH14 5HG,2,55.9022276,-3.2982054
Hermitage Gardens,EH10 6BA,10,55.9225557,-3.2076128
Stevenson Drive,EH11 3DP,7,55.9341202,-3.2568139
Craiglea Place,EH10 5QD,10,55.9210842,-3.2222862
Grindlay Street,EH3 9AX,11,55.9467224,-3.2041658
Laichpark Road,EH14 1XA,9,55.9273063,-3.2514947
Stewart Place,EH29 9BQ,1,55.9585006,-3.4025642
Saltire Street ,EH5 1PT,4,55.9817833,-3.2372006
Agnew Terrace,EH6 4QU,12,55.9730761,-3.1922331
Sighthill Grove,EH11 4QN,7,55.9213417,-3.281004
Laverockbank Gdns,EH5 3DR,4,55.9786648,-3.1999523
Elidon Terrace,EH3 5NL,5,55.9668489,-3.2030881
Kings Place,EH15 1DU,17,55.9581744,-3.1185568
Saughton Mains Street,EH11 3HE,7,55.9320489,-3.2657336
Swanston Road,EH10 7BB,8,55.9004636,-3.2171027
India Place,EH3 6EH,5,55.9568675,-3.2083656
Redford Court,EH13 9NF,8,55.904884,-3.2383632
Broomhouse Square,EH11 3RS,7,55.928772,-3.280844
Gillsland Park,EH1 3EG,11,55.953252,-3.188267
Cables Wynd,EH6 6DT,13,55.9738467,-3.1746002
Pitsligo Road,EH10 4RY,10,55.9315729,-3.2045777
Loganlea Place,EH7 6PB,14,55.9579025,-3.1444561
Willowbrae Gardens ,EH8 7EW,14,55.9528042,-3.1445624
Curriehill Castle Drive,EH14 5TB,2,55.894119,-3.332356
Summerside Street,EH6 4NU,4,55.9749136,-3.1884443
Claremont Road,EH6 7NH,13,55.9687066,-3.155803
Gilmerton Dykes Grove,EH17 8JF,16,55.9048436,-3.1472766
Magdalene Loan,EH15 3DP,17,55.941784,-3.1068463
Orchard Brae West,EH4 2EW,5,55.9578027,-3.2255145
Boswell Crescent,EH5 2ER,4,55.9748328,-3.2205181
Halmyre Street,EH6 8PE,12,55.9669366,-3.171614
Moredun Vale Park,EH17 7JW,16,55.913666,-3.1443227
Craigleith Drive,EH4 3JT,6,55.953611,-3.2413798
West Pilton Bank,EH4 4HN,4,55.9728058,-3.2507318
Murrayburn Green,EH14 2PL,7,55.919326,-3.280557
Braehead Loan,EH4 6BL,1,55.9631259,-3.3111337
Boswell Square ,EH5 2EQ,4,55.9730835,-3.2211583
Beechmont Crescent,EH1 3EG,11,55.953252,-3.188267
Cherry Tree Place,EH14 5AS,2,55.8926701,-3.3250089
Stoneycroft Road,EH30 9HX,1,55.988981,-3.3948211
Tanfield,EH3 5HF,5,55.9637347,-3.2017435
Bangholm Loan,EH5 3AH,4,55.9725465,-3.2009817
Redford Loan,EH13 0BS,8,55.903812,-3.2465215
Braid Mount Crest,EH10 6JH,10,55.9136981,-3.2087487
Boswall Quadrant,EH5 2EJ,4,55.973332,-3.2208287
Argyle Park Terrace,EH9 1JY,10,55.9396482,-3.1920258
Inverleith Grove,EH3 5PB,5,55.9652538,-3.2209001
Howdenhall Drive,EH16 6UZ,16,55.9038662,-3.1753503
Spey Street,EH7 4PY,12,55.9637026,-3.1791116
Ventor Terrace,EH9 2BW,15,55.9318924,-3.1703908
Hanover Street,EH2 2DX,11,55.9534681,-3.1972576
Cluny Avenue,EH10 4RN,10,55.925389,-3.2052935
Polwarth Grove,EH11 1LY,9,55.935242,-3.2221362
Corstorphine Road,EH12 6JG,6,55.9444383,-3.2544713
Cameron Toll Lade,EH16 4US,16,55.927746,-3.1564382
Parkgrove Row,EH4 7RF,3,55.9579078,-3.2941484
Hillcoat Place,EH15 1TW,17,55.9572525,-3.1188458
Mertoun Place,EH11 1JZ,9,55.9373512,-3.2189208
Saughtonhall Terrace,EH12 5QW,6,55.9430891,-3.2491621
Kinghorn Place,EH6 4BN,12,55.9724443,-3.1897007
Henderland Road,EH12 6BB,6,55.9482435,-3.236709
Keir Street,EH3 9EU,11,55.9456653,-3.1974778
Brand Drive,EH15 3AH,17,55.9455885,-3.1068228
Belgrave Crescent,EH4 3AH,5,55.9538877,-3.2175041
Jamica Mews,EH3 6HL,11,55.955829,-3.203885
Barnton Park Dell,EH4 6HW,1,55.9627194,-3.2874224
Shaftesbury Park,EH11 1SP,9,55.9323599,-3.2305878
Denham Green Place ,EH5 3PB,4,55.9735713,-3.2074911
Wardieburn Road,EH5 1LZ,4,55.9770618,-3.2294012
Cairns Drive,EH14 7HH,2,55.8777583,-3.3445812
Essex Brae,EH4 6LN,1,55.9677605,-3.3119686
Gillespie Crescent,EH10 4HU,10,55.9402728,-3.2058502
Lochside Place,EH12 9HA,3,55.932496,-3.3132099
Eltringham Grove,EH14 1SH,9,55.9309205,-3.2460508
Abercorn Grove,EH8 7HS,14,55.9519993,-3.1476058
Wheatfield Terrace,EH11 2PB,7,55.9381436,-3.2342355
Seafield Road East,EH15 1ED,14,55.9630059,-3.1289891
Learmonth Gardens,EH4 1BP,5,55.9566373,-3.2200641
Tynecastle Terrace,EH11 2NT,7,55.9381119,-3.2325912
Baileyfield Crescent,EH15 1BE,17,55.9533985,-3.1199588
Craigour Terrace,EH17 7PG,16,55.9155154,-3.1341521
Craigentinny Place,EH7 6PZ,14,55.9566908,-3.1372307
Carrick Knowe Hill,EH12 7BR,6,55.9351766,-3.2701152
Roseburn Place,EH12 5NL,6,55.9451708,-3.2356277
Burns Place ,EH6 5QD,12,55.9710068,-3.1875485
Belford Gardens,EH4 3EW,5,55.953783,-3.2327913
Queensferry Terrace,EH4 3EQ,5,55.9536318,-3.2291907
Wester Broom Terrace,EH12 7RE,3,55.9366576,-3.2923394
Midmar Drive ,EH10 6BU,10,55.9232601,-3.200146
Pentland Terrace ,EH10 6EY,10,55.9162603,-3.2130294
Leamington Place,EH10 4JR,10,55.9396644,-3.2087169
Balmwell Avenue,EH16 6HE,16,55.9026815,-3.1587187
Craigcrook Park,EH4 3PL,5,55.9562828,-3.2620259
Fauldburn,EH12 8YJ,3,55.9554039,-3.3046818
Blink Bonny Road,EH4 3HY,5,55.9525849,-3.2369297
Bonnington Road,EH6 5NP,12,55.9707206,-3.1798763
Kirkliston Road,EH30 9NZ,1,55.9853219,-3.3964622
Boswall Parkway,EH5 2HZ,4,55.975671,-3.228883
Salveson Crescent,EH4 5JL,4,55.9748155,-3.2596609
Pirniefield Place,EH6 7QF,13,55.9685578,-3.151866
Broomhall Bank,EH12 7PH,6,55.936083,-3.2881577
Burgess Street,EH6 6RD,13,55.9751577,-3.170134
Mortonhall Park View,EH17 8SW,16,55.9006053,-3.1696844
Silverknowes Midway,EH4 5PP,1,55.9673636,-3.2661539
Melville Drive,EH9 1JY,10,55.9399103,-3.1918383
Greenmantle Loan,EH16 6DT,16,55.9177385,-3.155446
Shandwick Place,EH2 4RT,11,55.9495637,-3.2095106
Kirk Crammond,EH4 6NS,1,55.9781653,-3.2995667
Wester Coates Gardens,EH12 5LT,6,55.9479479,-3.2302499
Nether Currie Crescent,EH14 5JG,2,55.9026424,-3.302337
Wardie Steps,EH5 1ES,4,55.9798368,-3.216586
Ballantyne Road,EH6 5LT,13,55.9743535,-3.1786747
Corslet Terrace,EH14 5LS,2,55.9001805,-3.3073774
Cowan Road,EH11 1RJ,9,55.9311958,-3.229858
Salamander Yards,EH6 7HB,13,55.9719654,-3.154419
Trinity Road,EH5 3JU,4,55.9770814,-3.2068297
Bleachfield,EH6 5TE,12,55.9705961,-3.1900675
Constitution Street - Car Park Entrance,EH1 3EG,11,55.953252,-3.188267
Murrayburn Drive,EH14 2SU,7,55.9177469,-3.2886338
Dalmahoy Road,EH27 8EG,2,55.9141955,-3.3737083
Dumbiedykes Road,EH8 9UT,15,55.9485226,-3.1780635
Carrick Knowe Place,EH12 7EP,6,55.936828,-3.270484
Little Road,EH16 6SH,16,55.909797,-3.1600812
Old Church Lane,EH15 3PY,14,55.9407742,-3.1557775
Gillespie Road,EH13 0LL,8,55.9071039,-3.2665534
Drumbrae Park,EH4 7QA,3,55.9562757,-3.2961394
Brand Place,EH8 8EF,11,55.9559508,-3.1693251
Harlaw March,EH14 7BJ,2,55.8793571,-3.3331193
Barton Park,EH1 3EG,11,55.953252,-3.188267
Magdeline Court,EH15 3EF,17,55.9407599,-3.1135627
Broomhouse Road,EH11 3UR,7,55.9284583,-3.2845576
Allan Street,EH4 1JG,5,55.9590833,-3.2135292
Bellevue Lane,EH7 4JP,12,55.9607398,-3.1930564
Craigpark Crescent,EH28 8RN,2,55.9210376,-3.3865997
Plewlands Crescent,EH10 5JY,10,55.9231908,-3.2195896
Zetland Place,EH5 3LZ,4,55.9758693,-3.2098816
West Powerburn,EH9 3EW,15,55.9293824,-3.1782495
Ravelston Dykes Road,EH4 3PA,6,55.9529761,-3.2570195
Relugas Road,EH9 2NA,15,55.9298669,-3.1808369
North Junction Street,EH6 6HP,13,55.9767643,-3.1796093
Meadow Lane,EH8 9NR,15,55.9423235,-3.1861714
Moredunvale Place,EH17 7ND,16,55.914597,-3.1391509
Notrh Hillhousefield,EH6 4HU,13,55.9779866,-3.1860693
Bath Street Lane,EH15 1EX,17,55.9529324,-3.113018
Laverockbank Gardens,EH5 3DR,4,55.9786648,-3.1999523
Colliesdene Terrace,EH15 2JN,17,55.9467152,-3.0938061
Hutchison Park,EH14 1RG,9,55.9312494,-3.2438126
Steel'S Place,EH10 4QR,10,55.9283456,-3.2089547
Magdalene Gardens,EH15 3DN,17,55.9411477,-3.1090952
Curriehill Road,EH14 5PT,2,55.8988271,-3.314642
Baberton Mains Way,EH14 3HE,2,55.9101137,-3.2950586
Wolseley Terrace,EH8 7DF,14,55.9542831,-3.1499537
White Park,EH11 1TZ,7,55.9373392,-3.2320189
Upper Cramond Court,EH4 6RQ,1,55.9670054,-3.3070447
Viewforth,EH10 4LQ,10,55.9390795,-3.2112139
Duncan Place,EH6 8HW,13,55.9705646,-3.1676244
Portsburgh Square,EH1 2JB,11,55.9468258,-3.1988017
Warriston Gardens,EH3 5NG,5,55.968861,-3.2030038
Goodtrees Gardens,EH17 7RH,16,55.9153324,-3.141256
Abercromby Place,EH3 6LF,11,55.9566254,-3.1961282
St Giles Street,EH1 1PT,11,55.9500417,-3.1921718
Hamilton Wynd,EH1 3EG,11,55.953252,-3.188267
Duddingston Gardens South,EH15 1RF,14,55.9435156,-3.1270875
Peatville Terrace,EH14 2EB,7,55.9202744,-3.2640701
Ryehill Gardens,EH6 8ES,13,55.9670161,-3.1593919
Lawson Crescent,EH30 9JE,1,55.9866977,-3.3910217
Haillesland Gardens ,EH14 2QE,7,55.9175735,-3.2777203
Lasswade Bank,EH17 8HX,16,55.9024732,-3.1493302
Meadowfield Avenue,EH8 7NW,14,55.9462108,-3.1380424
Semple Street,EH3 8BL,9,55.9451458,-3.2065971
South Charlotte Lane (Randolph Lane),EH3 7TD,11,55.9518873,-3.2099364
Elder Street,EH1 3DX,11,55.9554572,-3.1903904
Carfrae Road,EH4 3SA,5,55.9584974,-3.2613804
Torphin Road,EH13 0HW,8,55.9019327,-3.2685414
Dundas Avenue,EH30 9QB,1,55.9852178,-3.3898393
East Terrace,EH30 9HS,1,55.9895496,-3.3938061
Buskstone Road,EH10 6UA,8,55.9072155,-3.203986
Craiglockhart Place,EH14 1NA,9,55.9238008,-3.240105
Echline Park,EH30 9XQ,1,55.9858034,-3.4137184
Southhouse Walk,EH17 8FE,16,55.9009018,-3.1547652
