07/04/2008,261,1,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0
07/04/2008,1258,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
07/04/2008,547,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
07/04/2008,67,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
07/04/2008,393,1,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0
07/04/2008,71,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
07/04/2008,1028,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0
07/04/2008,1042,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
07/04/2008,1033,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
07/04/2008,1074,1,1,1,3,2,1,1,0,1,1,0,0,1,0,0,0,0,0
07/04/2008,1249,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
07/04/2008,924,1,1,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0
07/04/2008,1237,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0
28/04/2008,63,1,1,1,2,2,1,0,0,1,1,0,1,1,0,1,0,0,0
28/04/2008,922,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2008,785,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,1,0,0
28/04/2008,1134,1,1,1,2,2,1,0,0,1,0,1,1,1,0,1,0,0,0
28/04/2008,574,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2008,639,2,1,1,2,2,1,0,0,1,1,0,1,1,0,1,0,1,0
28/04/2008,1173,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2008,23,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
28/04/2008,418,2,2,1,2,2,1,0,0,1,1,0,1,1,0,0,0,1,0
28/04/2008,1157,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
28/04/2008,67,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2008,1258,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2008,60,2,2,1,2,2,1,0,0,1,1,1,1,1,1,1,0,1,0
28/04/2008,1237,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
29/04/2008,433,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
29/04/2008,207,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0
29/04/2008,215,2,2,1,2,2,1,1,0,1,1,1,0,1,0,0,0,1,0
29/04/2008,215,2,1,1,2,2,1,1,0,1,0,0,1,1,0,0,0,1,0
29/04/2008,211,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2008,211,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2008,168,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2008,852,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
29/04/2008,239,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
29/04/2008,1119,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
29/04/2008,300,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
28/04/2008,1300,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1
28/04/2008,50,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2008,1030,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2008,367,1,1,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0
28/04/2008,766,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2008,406,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2008,1138,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,1
28/04/2008,345,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
28/04/2008,786,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2008,118,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
28/04/2008,472,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2008,246,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
28/04/2008,841,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
01/05/2008,352,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2008,433,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2008,841,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
01/05/2008,356,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
01/05/2008,196,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
12/05/2008,28,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
12/05/2008,137,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
12/05/2008,712,1,1,1,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0
12/05/2008,505,1,1,1,1,1,1,2,0,1,0,0,0,1,0,0,0,0,0
22/04/2008,657,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2008,1103,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
22/04/2008,408,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
22/04/2008,253,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
17/06/2008,808,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
17/06/2008,1273,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2008,1035,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0
17/06/2008,1183,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2008,139,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,1
17/06/2008,1110,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2008,363,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0
17/06/2008,552,1,1,1,3,2,1,0,0,0,0,0,0,1,0,0,0,0,0
17/06/2008,1328,1,1,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0
17/06/2008,383,1,1,1,4,3,1,0,0,1,0,1,0,1,0,0,0,0,0
09/06/2008,383,3,1,1,4,3,1,0,0,1,1,1,1,1,1,1,0,1,1
09/06/2008,1098,1,1,1,4,2,1,0,0,1,1,0,0,1,1,0,1,0,1
09/06/2008,1098,1,1,1,4,2,1,0,0,1,1,0,0,1,1,0,1,0,1
09/06/2008,1098,1,1,1,4,2,1,0,0,1,1,0,0,1,1,0,0,0,1
09/06/2008,1098,1,1,1,4,2,1,0,0,1,1,0,0,1,1,0,0,0,1
09/06/2008,585,1,1,1,3,2,1,0,0,1,1,0,0,1,1,0,0,0,1
09/06/2008,690,1,1,1,4,2,1,0,0,1,0,1,0,1,0,0,0,0,0
09/06/2008,690,1,1,1,4,2,1,0,0,1,0,1,0,1,0,0,0,0,1
09/06/2008,519,2,1,1,3,2,1,0,0,1,0,0,1,1,0,0,0,1,1
09/06/2008,19,2,1,1,4,2,1,0,0,1,0,1,0,1,0,0,0,1,1
09/06/2008,9,1,1,1,4,2,1,0,0,1,0,1,0,1,0,0,0,0,1
18/06/2008,763,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1
24/06/2008,306,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
24/06/2008,1168,1,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,1
24/06/2008,1076,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
24/06/2008,602,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
24/06/2008,1006,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
24/06/2008,1303,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
24/06/2008,630,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
24/06/2008,851,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
24/06/2008,665,3,1,1,3,2,1,0,0,0,0,1,0,1,0,0,0,1,0
24/06/2008,147,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0
24/06/2008,205,1,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0
24/06/2008,158,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
24/06/2008,999,1,1,1,3,2,1,0,0,0,1,1,1,1,1,0,0,0,0
24/06/2008,1296,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
24/06/2008,256,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
24/06/2008,328,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
24/06/2008,729,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
24/06/2008,405,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
24/06/2008,61,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2008,613,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
24/06/2008,372,1,1,1,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0
24/06/2008,969,1,1,1,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0
24/06/2008,134,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
24/06/2008,813,1,1,1,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0
24/06/2008,1341,1,1,1,3,1,1,0,0,1,0,1,0,1,0,0,0,0,0
24/06/2008,907,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
24/06/2008,642,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
11/06/2008,1183,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
11/06/2008,465,1,1,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,1
11/06/2008,1282,1,1,1,3,2,1,0,0,1,0,1,1,1,0,0,0,0,0
11/06/2008,895,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
11/06/2008,1001,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
11/06/2008,1325,1,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0
11/06/2008,818,1,1,1,4,3,1,0,0,1,1,1,1,1,1,1,0,1,0
11/06/2008,531,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
11/06/2008,1202,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
11/06/2008,1357,2,1,1,3,2,1,0,0,1,1,1,1,1,0,1,0,1,0
11/06/2008,806,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
11/06/2008,554,2,3,2,3,3,1,0,0,1,1,1,1,1,0,1,1,1,1
11/06/2008,737,2,1,1,3,1,1,0,0,1,0,1,0,1,0,0,0,1,0
19/08/2008,890,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
19/08/2008,1174,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
19/08/2008,581,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,1,0,0
19/08/2008,325,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
19/08/2008,752,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
19/08/2008,617,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
19/08/2008,320,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
19/08/2008,756,2,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
19/08/2008,1011,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
19/08/2008,490,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
19/08/2008,1056,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,1
19/08/2008,513,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
14/10/2008,434,2,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,1,0
14/10/2008,1081,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
14/10/2008,903,1,1,3,3,2,1,0,0,1,1,1,1,1,0,0,0,0,0
14/10/2008,345,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
