Recorded,StreetName,dog_foul,vandalism,graffiti,weeds,detritus,fly_posting,bin_count,number_overflowing,smoking,drinks,confectionary,fast_food,pedestrian_individual,business,domestic,construction,animal_faeces,other
21/10/2008,Broomlea Crescent,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
21/10/2008,Craigleith Avenue South,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
21/10/2008,Craigleith Drive,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
21/10/2008,Hillview Crescent,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
21/10/2008,Murrayfield Road,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
21/10/2008,Stuart Wynd,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
21/10/2008,Craigmount Gardens,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
09/10/2008,Nigel Loan,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
09/10/2008,Moredun Dykes Road,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,1,0,0
09/10/2008,Howdenhall Crescent,2,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0
09/10/2008,Mortonhall Park Terrace,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2008,Hawkhead Grove,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2008,Priestfield Crescent,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2008,Kirkhill Drive,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
09/10/2008,Niddriemill Avenue,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
09/10/2008,Meadowfield Gardens,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
09/10/2008,Northfield Crescent,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2008,Glenlee Gardens,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2008,St Catherines Place,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
09/10/2008,Grange Terrace,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
09/10/2008,Falcon Avenue,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
09/10/2008,Maxwell Street,1,1,1,2,2,1,2,0,1,0,0,0,1,0,0,0,0,0
09/10/2008,Cluny Place,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
10/10/2008,Findlay Avenue,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
10/10/2008,Sleigh Drive,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0
10/10/2008,Bath Street,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
10/10/2008,Potterrow,1,1,1,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0
31/10/2008,Dublin Meuse,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
31/10/2008,Nelson Street,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
31/10/2008,Gayfield Square,1,1,2,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
31/10/2008,Alva Street,1,1,1,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0
31/10/2008,Lothian Road,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
31/10/2008,Dinnies Close,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
31/10/2008,St Andrews Square,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
22/10/2008,Montgomery Street,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
22/10/2008,Montgomery Street,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
22/10/2008,Belgrave Crescent Lane,1,1,2,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
22/10/2008,Orchard Place,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
22/10/2008,Easter Drylaw Drive,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
22/10/2008,Easter Drylaw Drive,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
22/10/2008,Salveson Grove,1,1,1,1,2,1,0,0,1,1,0,0,1,1,0,0,0,0
22/10/2008,Grierson Gardens,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
22/10/2008,Afton Terrace,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
22/10/2008,Rose Park,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22/10/2008,Agnew Terrace,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22/10/2008,Kinghorn Place,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22/10/2008,Industry Lane,2,2,1,2,2,1,0,0,1,1,1,1,1,0,0,0,1,0
22/10/2008,Citadel Street,1,2,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
22/10/2008,Great Junction Street,1,2,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
22/10/2008,Great Junction Street,2,2,1,2,2,1,2,0,1,1,0,1,1,1,0,0,1,0
22/10/2008,Cables Wynd,1,1,1,2,2,1,0,0,1,0,1,0,1,1,0,1,0,0
22/10/2008,Spiers Place,2,2,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
22/10/2008,Henderson Gardens,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
22/10/2008,Linksview House,2,2,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
22/10/2008,Burgess Street,2,2,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
22/10/2008,Crown Street,2,2,1,2,2,1,0,0,1,1,1,1,1,1,1,0,1,0
22/10/2008,Restalrig Park,1,2,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
09/12/2008,Brae Park Road,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
09/12/2008,St. Ninians Road,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
09/12/2008,Gordon Road,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
09/12/2008,Carrick Knowe Hill,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
09/12/2008,Silverknowes Bank,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
09/12/2008,Wester Coates Place,1,1,1,2,3,1,0,0,0,0,1,0,1,0,0,0,0,0
09/12/2008,West Craigs Crescent,1,1,1,2,3,1,0,0,0,1,0,0,1,1,0,0,0,0
09/12/2008,Turnhouse Road,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
09/12/2008,North Gyle Road,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
09/12/2008,Echline Drive,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
09/12/2008,Scotstoun Avenue,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14/12/2008,Granton Terrace,2,1,1,2,3,1,3,0,1,1,1,1,1,0,0,0,1,1
14/12/2008,Muirhouse View,1,1,1,2,2,1,3,0,1,1,1,1,1,1,0,1,0,1
14/12/2008,North Junction Street,2,1,1,2,2,1,2,0,1,1,1,1,1,0,0,0,1,0
14/12/2008,Claremont Road,1,1,1,2,2,1,1,0,1,0,1,0,1,0,0,0,0,1
14/12/2008,Hopetoune Crescent,1,1,1,2,2,1,1,0,1,0,1,0,1,0,0,0,0,0
14/12/2008,Annadale Street Lane,1,1,2,2,2,1,1,0,1,0,0,1,1,1,0,1,0,1
14/12/2008,Montgomery Place West,2,1,2,2,2,2,1,0,1,0,1,1,1,0,0,0,1,1
14/12/2008,Duke Street,2,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
14/12/2008,Bell Place,1,1,1,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1
14/12/2008,Learmonth Terrace Lane,1,1,1,4,4,1,4,0,1,1,1,1,1,1,1,1,0,1
14/12/2008,Orchard Brae,1,1,1,2,2,1,2,0,1,0,1,0,1,0,0,0,0,0
14/12/2008,Orchard Brae West,1,1,1,2,2,1,2,0,0,1,1,0,1,0,0,0,0,0
14/12/2008,Bangholm Park,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
14/12/2008,Boswall Gardens,1,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0
14/12/2008,Wardieburn Place West,2,2,2,3,2,1,3,0,1,1,1,1,1,0,1,0,1,1
16/12/2008,East Parkside,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Lambs Close,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
16/12/2008,Panmure Place,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,1,0,0
16/12/2008,Richmond Place,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
16/12/2008,Southhouse Broadway,1,1,1,1,2,1,2,0,1,0,1,0,1,0,0,0,0,0
16/12/2008,Alvanley Terrace,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Candlemakers Crescent,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Cluny Drive,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0
16/12/2008,Dryden Place,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,East Preston Street Lane,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Greenhill Terrace,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,1,0,0
16/12/2008,Hatton Place,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
16/12/2008,Moredun Dykes Road,2,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0
16/12/2008,Moredunvale View Path,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
16/12/2008,Mortonhall Park View,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Savile Terrace,1,1,1,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0
16/12/2008,Suffolk Road,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
16/12/2008,Wolrige Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Kings Haugh,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
16/12/2008,Shandon Terrace,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
16/12/2008,Winton Park,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
16/12/2008,Torduff Road,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,1,0,0
16/12/2008,Thomson Grove,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
16/12/2008,Turner Avenue,1,1,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0
16/12/2008,Newmills Road,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
16/12/2008,Baileyfield Crescent,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
16/12/2008,Durham Place East,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Magdalene Gardens,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
16/12/2008,Duddingston Row,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Peffer Place,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0
16/12/2008,Kings Haugh,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Wisp Green,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
16/12/2008,Joppa Park,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
16/12/2008,Meadowfield Avenue,2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
16/12/2008,Queens Park Avenue,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
16/12/2008,Piershill Square East,1,1,1,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0
16/12/2008,Sleigh Gardens,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
05/12/2008,Cathedral Lane,1,1,2,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
05/12/2008,Frederick Street,1,1,1,1,1,1,2,1,1,0,1,0,1,1,0,0,0,0
05/12/2008,Heriot Place,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
05/12/2008,North Grays Close,1,1,3,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
05/12/2008,Spittal Street,1,1,1,1,2,1,1,0,1,0,1,0,1,0,0,0,0,0
09/01/2009,Park Terrace,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
09/01/2009,Restalrig Crescent,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
09/01/2009,Breadalbane Street,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
09/01/2009,New Broompark,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
09/01/2009,Queensferry Road/Dean Bridge,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
09/01/2009,Belhaven Terrace,2,1,1,1,2,1,1,0,1,0,0,1,1,0,0,0,1,0
09/01/2009,Leadervale Terrace,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
27/01/2009,Marchbank Way,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
27/01/2009,Corslet Terrace,2,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,1,0
27/01/2009,Calderview,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
27/01/2009,Parkhead Grove,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
27/01/2009,Broomhouse Terrace,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
27/01/2009,Robb's Loan Grove,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27/01/2009,Eltringham Terrace,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27/01/2009,Gorgie Cottages,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
27/01/2009,Buskstone Road,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
27/01/2009,Colmstone Gate,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
27/01/2009,Harrison Gardens,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
27/01/2009,Grove Street,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
27/01/2009,Douglas Terrace,1,1,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0
27/01/2009,Lochend Road,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
25/02/2009,West End Place,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0
25/02/2009,West Pilton Lea,2,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,1,0
25/02/2009,Ardshiel Avenue,2,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,1,0
25/02/2009,Barton Park,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Beechmount Crescent,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Bogsmill Road,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
25/02/2009,Bridge Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Burdiehouse Square,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Canaan Lane,1,1,1,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0
25/02/2009,Cherry Tree Park,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Cherry Tree Park,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Colliesdene Terrace,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Craigentinny Avenue,3,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0
25/02/2009,Craigentinny Avenue,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Craigmount Terrace,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Craigs Drive,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Drum Brae Gardens,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,East Terrace,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Echline Place,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Fernieside Gardens,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Gillespie Crescent,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Glenvarloch Crescent,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
25/02/2009,Greenend Gardens,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Hamilton Terrace,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Howdenhall Drive,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
25/02/2009,Howdenhall Drive,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
25/02/2009,Hyvot Court,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,1,0,0
25/02/2009,Kaimes Road,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
25/02/2009,Lasswade Road,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Lasswade Road,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Lasswade Road,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
25/02/2009,Lasswade Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Liberton Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Lochend Road,2,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,1,0
25/02/2009,Lochend Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Longstone Grove,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
25/02/2009,Malleny Avenue,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Marion Avenue,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Montagu Terrace,1,1,1,2,2,1,1,0,1,1,1,1,1,0,0,0,0,0
25/02/2009,Morven Street,2,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,1,0
25/02/2009,Murrayfield Gardens,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Newmains Farm Lane,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Northfield Square,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Oxgangs Broadway,2,1,2,1,1,1,2,1,1,1,1,0,1,0,0,0,1,0
25/02/2009,Parkhead Place,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
25/02/2009,Pentland Avenue,1,1,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0
25/02/2009,Queensferry Terrace,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Redhall Place,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Rosefield Street,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Salvesen Street,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Seacot,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Silverknowes Green,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Spybank Law Road,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Spybank Law Road,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Stanhope Place,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Stirling Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Sunbury Street,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Sydney Terrace,1,1,1,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Torrance Park,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Walker Drive,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
25/02/2009,Wester Broom Gardens,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Wester Coates Gardens,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
25/02/2009,Whitehall Road,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Whitingford,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Willowbrae Road,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
25/02/2009,Willowbrae Road,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Willowbrae Road,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Standingstane Road,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Standingstane Road,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
25/02/2009,Standingstane Road,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0
25/02/2009,The Wisp,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,The Wisp,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
25/02/2009,The Wisp,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,The Wisp,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
25/02/2009,Torphin Road,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Turnhouse Road,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Turnhouse Road,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Turnhouse Road,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,1,0,0
25/02/2009,Turnhouse Road,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Wilkieston Road,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0
25/02/2009,Wilkieston Road,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0
25/02/2009,Lauriston Place,1,1,1,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Lauriston Place,1,1,2,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0
25/02/2009,Ramsay Gardens,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,St College Street,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Teviot Place,1,1,1,1,2,1,2,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Alderbank Terrace,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Bonnington Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Cambridge Gardens,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Crawford Road,1,1,1,1,3,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Easter Road,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Easter Road,2,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,1,0
25/02/2009,Great Carleton Place,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Hill Square,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Jamica Mews,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Kirk Street,1,1,1,2,2,1,0,0,1,0,1,0,1,0,1,0,0,0
25/02/2009,Lower London Road,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Muirhouse Crescent,1,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0
25/02/2009,Murrayburn Drive,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
25/02/2009,Oakville Terrace,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Pirniefield Place,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Promenade Portobello,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Promenade Portobello,2,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,1,0
25/02/2009,Promenade Portobello,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Promenade Portobello,1,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Royal Circus,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
25/02/2009,Sciennes House Place,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
25/02/2009,Spa Place,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
25/02/2009,Taylor Gardens,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
25/02/2009,Warrender Park Crescent,2,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,1,0
02/09/2008,The Vennel,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
02/09/2008,Barnton Park Place,1,1,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0
02/09/2008,Shore Road,1,1,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0
02/09/2008,Almondhill Road,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
02/09/2008,Gillerhill,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
02/09/2008,Rose Lane,1,1,1,2,2,1,2,0,0,0,1,1,1,0,0,0,0,0
02/09/2008,West Craigie Farm Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
03/09/2008,Durar Drive,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,0,0
03/09/2008,Meadow Road,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
03/09/2008,Ladywell Road,1,1,1,1,3,1,0,0,1,1,1,1,1,0,0,0,0,0
03/09/2008,Balbirnie Place,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
03/09/2008,Western Terrace,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
03/09/2008,Pinkhill,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
