Recorded,StreetName,dog_foul,vandalism,graffiti,weeds,detritus,fly_posting,bin_count,number_overflowing,smoking,drinks,confectionary,fast_food,pedestrian_individual,business,domestic,construction,animal_faeces,other
04/09/2008,Muirhouse Drive,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
04/09/2008,Laverockbank Gardens,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
04/09/2008,Beresford Place,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
04/09/2008,Boswall Crescent,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0
04/09/2008,Keith Crescent,1,1,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0
05/09/2008,Clovenstone Gardens,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
05/09/2008,Hillview Cottages,1,1,1,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0
05/09/2008,Cherry Tree Grove,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
05/09/2008,Rowantree Grove,1,1,1,2,2,1,0,0,1,0,0,0,1,0,1,0,0,0
05/09/2008,Riccaron Crescent,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
05/09/2008,Muirwood Road,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
05/09/2008,Baberton Mains Way,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
08/09/2008,Brandon Street,1,1,1,3,2,1,0,0,1,1,0,1,1,1,0,0,0,0
08/09/2008,Warriston Gardens,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
09/09/2008,St. Clair Road,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
09/09/2008,Drum Terrace,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0
09/09/2008,Turnhouse Road,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
09/09/2008,Turnhouse Road,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
10/09/2008,Swanston Village,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
10/09/2008,The Murrays,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
10/09/2008,Liberton Drive,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
10/09/2008,Gimerton Dykes Avenue,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
10/09/2008,Ferniehill Drive,1,1,1,3,2,1,0,0,1,1,1,1,1,0,0,0,0,0
10/09/2008,Stennis Gardens,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
10/09/2008,White Dales,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
11/09/2008,Murrayburn Park,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
11/09/2008,Latch Park,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
11/09/2008,Stenhouse Cottages,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
12/09/2008,Seafield Road East,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
12/09/2008,Seafield Road East,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
12/09/2008,Figgate Bank,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
12/09/2008,Bellfield Terrace,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
12/09/2008,Milton Road East,1,1,1,1,2,1,0,0,1,1,0,1,1,0,0,0,0,0
12/09/2008,Niddrie House Avenue,2,1,1,1,3,1,0,0,1,1,1,1,1,0,0,0,1,0
12/09/2008,Klondyke Street,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
12/09/2008,Parrotshot,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
12/09/2008,Duddingston Rise,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
13/09/2008,Cambridge Street,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
13/09/2008,Hope Street Lane,1,1,4,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0
16/09/2008,Seafield Way,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
16/09/2008,Kekewich Avenue,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
16/09/2008,Christie Miller Avenue,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
16/09/2008,Craigentinny Place,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
16/09/2008,Moray Park Terrace,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
16/09/2008,Fishwiwes Causeway,2,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,1,0
16/09/2008,Farrer Terrace,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
16/09/2008,Willowbrae Gardens,2,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,1,0
16/09/2008,Southfield Place,1,1,2,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
16/09/2008,Stevenson Grove,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
16/09/2008,Cesser Crescent,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
16/09/2008,Hutchison Park,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
17/09/2008,Admiral Terrace,1,1,2,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
17/09/2008,Argyle Place,1,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,0,0
17/09/2008,Upper Gilmore Place,1,1,2,3,2,1,0,0,1,1,1,1,1,0,1,0,0,0
17/09/2008,West Tollcross,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
17/09/2008,Lochrin Place,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
17/09/2008,Lily Terrace,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
17/09/2008,The Crescent (Morningside Rd),1,1,1,1,3,1,0,0,0,1,0,1,1,0,0,0,0,0
17/09/2008,Bramdean View,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
17/09/2008,Etterick Road,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
17/09/2008,Craiglea Place,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0
17/09/2008,Morham Park,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2008,Summerhall,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
18/09/2008,Grays Court,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0
18/09/2008,Thistle Place,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
18/09/2008,Grove Street,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
18/09/2008,Dryden Place,1,1,1,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0
18/09/2008,Observatory Road,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18/09/2008,West Mains Road,1,1,1,1,3,1,0,0,1,1,1,0,1,0,0,0,0,0
18/09/2008,Gordon Terrace,1,1,1,1,3,1,0,0,1,0,1,0,1,0,0,0,0,0
19/09/2008,Reids Court,1,1,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
19/09/2008,Riddles Close,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
19/09/2008,North Bank Street,1,1,2,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0
19/09/2008,London Street,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
19/09/2008,Forth Street,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
13/04/2009,Dean Street,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,0,0,0
13/04/2009,Learmonth View,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13/04/2009,Learmonth Avenue South,1,1,1,2,2,1,0,0,0,0,0,1,1,1,0,0,0,0
13/04/2009,Belgrave Crescent,1,1,1,3,2,1,0,0,1,0,0,1,1,0,1,0,0,0
13/04/2009,Craigleith Hill Avenue,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13/04/2009,Craigleith Hill Avenue,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13/04/2009,Leopold Place,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,0,0,0
13/04/2009,Pilrig Gardens,2,1,2,3,2,1,0,0,1,1,1,0,1,0,0,0,1,0
13/04/2009,Cables Wynd,1,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,0
13/04/2009,Summerfield Place,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
13/04/2009,Cadiz Street,2,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
13/04/2009,Marine Esplanade,2,1,1,3,1,1,0,0,0,1,1,0,1,0,0,0,1,0
13/04/2009,Marine Esplanade,2,1,1,3,1,1,0,0,1,0,1,0,1,0,0,0,1,0
13/04/2009,Ballantyne Road,1,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0
13/04/2009,Crewe Terrace,1,1,1,3,2,1,0,0,0,1,1,0,1,0,0,0,0,0
13/04/2009,Royston Mains Terrace,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
13/04/2009,March Road,1,1,1,3,2,1,0,0,0,1,1,0,1,0,0,0,0,0
13/04/2009,March Road,1,1,1,3,2,1,0,0,0,0,1,0,1,0,0,0,0,0
13/04/2009,West Pilton Road,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
13/04/2009,Carfrae Gardens,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
13/04/2009,Hawthornbank Lane to Bells Brae,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0
22/04/2009,Hailes Street,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
22/04/2009,Balckford Road,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2009,Relugas Road,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2009,Relugas Road,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2009,Relugas Gardens,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2009,East Savile Road,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2009,Park Crescent,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2009,Yewlands Crescent,1,1,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0
22/04/2009,Greenend Drive,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2009,Ferniehill Terrace,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
22/04/2009,Southhouse Place,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
22/04/2009,Alnwickhill Court,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
22/04/2009,Meadow Lane,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
27/04/2009,Hillcoat Loan,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27/04/2009,Mentone Avenue,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
27/04/2009,Paisley Avenue,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
27/04/2009,Northfield Farm Avenue,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
27/04/2009,Northfield Farm Avenue,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27/04/2009,Marionville Grove,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
27/04/2009,Loaning Road,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
28/04/2009,Roseburn Drive,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
28/04/2009,Vivian Terrace,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
28/04/2009,Silverknowes View,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,"Main Street, Davidson's Mains",1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,"Main Street, Davidson's Mains",1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Silverknowes Road East,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
28/04/2009,Silverknowes Road East,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
28/04/2009,Silverknowes Avenue,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
28/04/2009,Cramond Avenue,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Cramond Avenue,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Cramond Park,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Builyeon Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Allan Park,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Allan Park,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Newbridge Industrial Estate,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Newbridge Industrial Estate,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Newbridge Industrial Estate,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Eastfield Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Eastfield Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Craigmount Loan,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,path between 19 & 20 North Bughtlin Gate,2,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
28/04/2009,Craigs Grove,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
28/04/2009,Craigs Crescent - Craigs Bank - Path,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
28/04/2009,Manse Street,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
28/04/2009,Manse Road,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Glendevon Park,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Dumbryden Gardens,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
28/04/2009,Dumbryden Gardens,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
28/04/2009,Dumbryden Gardens,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
28/04/2009,Calder Drive,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
28/04/2009,Calder Drive,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
28/04/2009,Sighthill Rise,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Bankhead Terrace,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Bankhead Terrace,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Broomhouse Way,2,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,1,0
28/04/2009,Sauchiebank,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
28/04/2009,Dreghorn Link,1,1,1,2,3,1,0,0,1,1,0,1,1,0,0,0,0,0
28/04/2009,Dreghorn Link,1,1,1,2,3,1,0,0,1,1,0,0,1,0,0,0,0,0
28/04/2009,Buckstone Dell,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,1
28/04/2009,High Buckstone,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Cairns Drive,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Newmills Avenue,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
28/04/2009,Chalmers Buildings,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
28/04/2009,Upper Grove Place,2,1,1,2,2,1,1,0,1,1,0,1,1,0,0,0,1,0
28/04/2009,Hillview Cottages,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
28/04/2009,Hillview Cottages,1,1,1,3,2,1,0,0,1,0,0,0,0,1,0,0,0,0
28/04/2009,Additson Farm Road,1,1,1,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0
28/04/2009,Additson Farm Road,1,1,1,1,3,1,0,0,0,1,0,0,0,1,0,0,0,0
28/04/2009,Nether Currie Road,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
28/04/2009,Muir Wood Crescent,2,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
28/04/2009,East Comiston,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
28/04/2009,Foulis Crescent,1,1,1,2,2,1,0,0,1,1,0,1,1,0,1,0,0,0
28/04/2009,Redford Loan,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
28/04/2009,Redford Loan,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
28/04/2009,Baberton Crescent,1,1,1,2,2,1,0,0,1,0,0,1,1,0,1,0,0,0
28/04/2009,Baberton Crescent,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
28/04/2009,Stewart Avenue,1,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0
28/04/2009,Harlaw March,1,1,1,2,3,1,0,0,0,1,0,1,1,0,0,0,0,0
28/04/2009,Elliot Place,1,1,1,2,3,1,0,0,0,1,0,1,1,0,0,0,0,0
28/04/2009,Stark's Cottages,2,1,1,3,2,1,0,0,1,1,0,1,1,0,0,0,1,0
05/05/2009,Shandwick Place,1,1,1,1,2,1,2,0,1,0,0,0,1,0,0,0,0,0
05/05/2009,Canning Street,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
05/05/2009,Carrubers Close,1,1,1,3,1,1,0,0,1,0,1,0,1,0,0,0,1,0
05/05/2009,Scotsman Steps,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
05/05/2009,Torphichen Street,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
05/05/2009,Darnaway Street,1,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,0,0
01/05/2009,Manor Place,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
01/05/2009,Broughton Place Lane,1,1,1,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0
01/05/2009,Rosebery Crescent Lane,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
01/05/2009,Forres Street,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
24/06/2009,High Riggs,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
24/06/2009,Guthrie Street,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
24/06/2009,Bread Street Lane,1,1,1,3,1,1,0,0,1,1,1,1,1,0,0,0,0,0
24/06/2009,South St. David Street,1,1,1,2,2,2,0,0,0,1,1,0,1,0,0,0,0,0
24/06/2009,Carlton Terrace Lane,1,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0
24/06/2009,Scotland Street Lane,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
24/06/2009,Semple Street,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
18/06/2009,Lochrin Terrace,1,1,1,2,3,1,0,0,1,0,1,1,1,0,0,0,0,0
18/06/2009,New Arthur Place,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Hatton Place,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Dalrymple Crescent,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,South Lauder Road,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
18/06/2009,Ventor Terrace,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Marchhall Crescent,1,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0
18/06/2009,Plewlands Crescent,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
18/06/2009,Riselaw Crescent,1,1,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Morningside Road,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
18/06/2009,Morningside Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Morningside Road,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
18/06/2009,Mortonhall Park Gardens,1,1,1,1,2,1,0,0,1,0,0,0,1,1,0,0,0,0
18/06/2009,Mortonhall Park Crescent,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Janefield,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Gilmerton Dykes Grove,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Gilmerton Dykes Place,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
18/06/2009,Gilmerton Road,1,1,1,1,2,1,0,0,0,1,0,1,1,1,0,0,0,0
18/06/2009,Gilmerton Road,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
18/06/2009,Moredunvale Loan Path,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
18/06/2009,Gilmerton Road,1,1,1,1,2,1,0,0,1,0,1,1,1,0,0,0,0,0
18/06/2009,Gilmerton Road,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
18/06/2009,Gilmerton Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,Craigentinny Crescent,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,Britwell Crescent,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,Dalgety Avenue,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0
23/06/2009,Meadowbank Avenue,1,1,1,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0
23/06/2009,Duddingston Square West,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,Milton Gardens South,1,1,1,3,2,1,0,0,0,2,0,0,1,0,0,0,0,0
23/06/2009,Brand Drive,1,1,1,3,1,1,0,0,0,1,1,0,1,0,0,0,0,0
23/06/2009,Brunstane Road North,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,Kings Place,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
30/06/2009,Ferry Road - Shops Service Road,2,2,2,4,2,1,0,0,1,1,1,1,1,1,0,0,1,0
30/06/2009,Wester Drylaw Place,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
30/06/2009,Wester Drylaw Place,2,2,2,3,2,1,0,0,1,1,1,0,1,0,0,0,1,0
30/06/2009,Wardieburn Place South,2,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,1,0
30/06/2009,Grierson Crescent,1,1,1,3,2,1,0,0,1,1,1,0,1,0,1,0,0,0
30/06/2009,Wardie Square,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2009,Inverleith Grove,1,1,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2009,Laverockbank Gardens,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2009,Annfield Street,2,1,1,2,2,1,0,0,1,0,1,0,1,0,1,0,1,0
30/06/2009,Pilrig House Close,1,1,1,2,2,1,0,0,1,0,1,0,1,0,1,0,0,0
30/06/2009,Spey Terrace,2,1,2,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
30/06/2009,Dryden Gardens,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
30/06/2009,Hillside Crescent,1,1,1,2,1,1,0,0,1,0,1,1,1,0,1,0,0,0
30/06/2009,Hillside Street,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
30/06/2009,Elmwood Terrace,2,1,1,2,2,1,0,0,1,1,1,0,1,1,1,0,1,0
30/06/2009,Oakville Terrace,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2009,Ryehill Grove,2,2,2,2,2,1,0,0,1,1,1,0,1,0,1,0,1,0
30/06/2009,Wellington Place,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
30/06/2009,Marine Esplanade,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
30/06/2009,Marine Esplanade,1,1,1,4,4,1,0,0,1,1,1,1,1,0,0,0,0,0
30/06/2009,Bellevue Street,1,1,1,2,2,1,0,0,1,1,0,0,1,0,1,0,0,0
30/06/2009,Brandon Street,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
30/06/2009,Inverleith Terrace Grove,3,1,1,1,3,1,0,0,1,0,1,0,1,0,0,0,1,0
30/06/2009,Hugh Miller Place,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
30/06/2009,Logie Green Gardens,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
30/06/2009,Beaverhall Road,2,3,3,4,3,3,0,0,1,1,1,1,1,1,1,0,1,0
23/06/2009,Baird Avenue,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,Saughtonhall Circus,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,Forrester Park Drive,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0
23/06/2009,Forrester Park Drive,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
23/06/2009,Broombank Terrace,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
23/06/2009,Clerwood Terrace,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
23/06/2009,Drumbrae Crescent,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,North Gyle Farm Court,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
23/06/2009,Glasgow Road,1,1,1,2,2,1,0,0,0,1,0,1,1,1,0,0,0,0
23/06/2009,Glasgow Road,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
23/06/2009,Glasgow Road,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
23/06/2009,Glasgow Road,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
23/06/2009,Glasgow Road,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
23/06/2009,Old Liston Road,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
23/06/2009,Dundas Avenue,2,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0
23/06/2009,Standingstane Road,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
