180,Upper Dean Place,EH4 1NU,4,55.9559696,-3.211505,22/06/2010,3,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0
181,Southfield Terrace,EH15 1RE,1,55.943412,-3.1290636,08/09/2009,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
182,Cavalry Park Drive,EH15 3QG,1,55.9411921,-3.1403515,08/09/2009,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
183,Echline Place,EH30 9XB,14,55.986966,-3.4127196,24/06/2010,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
184,West Bow,EH1 2LJ,6,55.9475383,-3.1962969,22/06/2010,1,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
185,Baird Avenue,EH12 5RU,15,55.9403003,-3.249547,23/06/2009,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
186,Balgreen Gardens ,EH12 5UG,15,55.9414003,-3.2583477,15/06/2010,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
187,South Steil,EH10 5XF,2,55.9169792,-3.2272856,10/06/2010,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
188,St Andrews Square,EH2 2LL,6,55.9542321,-3.1936847,31/10/2008,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
189,Boswell Place,EH5 3RE,7,55.97467,-3.21512,12/06/2009,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
190,Inglis Green Road,EH14 2EP,13,55.923988,-3.2525478,23/06/2009,3,1,1,2,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
191,Whins Place,EH15 1JQ,11,55.9543708,-3.1150314,,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
192,Dumbryden Drive,EH14 2AA,13,55.919876,-3.2726683,10/06/2010,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
193,Baberton Mains Wynd,EH14 5DU,10,55.9072958,-3.2859089,14/10/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
194,Grays Court,EH1 1NL,6,55.9495048,-3.1849083,18/09/2008,2,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0
195,Pilrig Gardens,EH6 5AZ,12,55.9669121,-3.1834533,22/10/2010,2,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
196,North Gyle Road,EH12 8ER,9,55.9435308,-3.3014894,09/12/2008,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
197,Peffer Place Industrial Estate,EH1 3EG,6,55.953252,-3.188267,28/01/2010,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
198,Vivian Terrace,EH4 5DZ,14,55.9649404,-3.2672782,23/06/2009,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
199,Forrester Road,EH12 8AE,15,55.9444782,-3.2847275,,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
200,Burdiehouse Street,EH17 8HA,16,55.8968439,-3.1562928,27/01/2011,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0
201,Blinkbonny Grove West,EH4 3HJ,4,55.9551788,-3.2420393,02/02/2011,3,1,1,1,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0
202,Kingsknowe Terrace,EH14 2JJ,10,55.9174013,-3.2621945,11/02/2011,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
203,Nicolson Street,EH8 9DE,17,55.9455566,-3.1846324,21/06/2010,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
204,South Lauder Road,EH9 2LJ,17,55.9307846,-3.1820111,27/01/2011,3,1,1,1,1,3,1,0,0,1,0,0,0,1,0,0,0,0,0
205,Durham Drive,EH15 1PQ,11,55.943939,-3.1207926,24/06/2008,3,1,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0
206,Pentland View,EH10 6PS,5,55.9080028,-3.212966,21/10/2009,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
207,Wester Drylaw Avenue,EH4 2UE,4,55.9636336,-3.2516393,29/04/2008,3,2,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,1,0
208,Main Street Ratho,EH28 8RB,10,55.9220141,-3.3791269,,3,1,1,1,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0
209,Saughton Park,EH12 5TQ,15,55.9412729,-3.2533495,28/04/2010,3,1,1,1,3,3,1,0,0,0,1,1,0,1,0,0,0,0,0
210,Leamingston Terrace,EH10 4JL,3,55.9390276,-3.2078757,26/04/2010,2,1,1,2,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
211,Boswall Terrace,EH5 2EL,7,55.9741513,-3.2221914,29/04/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
212,Carrick Knowe Road,EH12 7BL,15,55.9342475,-3.2720595,28/04/2010,3,2,1,1,3,3,1,0,0,0,1,0,0,1,0,0,0,1,0
213,Elliot Place,EH13 0PN,5,55.9152287,-3.2420967,28/04/2009,3,1,1,1,2,3,1,0,0,0,1,0,1,1,0,0,0,0,0
214,Craigcrook Terrace ,EH4 3PJ,4,55.9558668,-3.2602162,11/06/2010,3,1,1,1,2,2,1,2,1,1,1,0,0,1,0,0,0,0,0
215,Granton Crescent,EH5 1BL,7,55.9796738,-3.2260536,29/04/2008,3,2,1,1,2,2,1,1,0,1,0,0,0,1,0,0,0,1,0
216,Duddingston Rd West,EH15 3QE,1,55.9398973,-3.1448679,,3,1,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0
217,Gullans Close,EH8 8JW,6,55.9499368,-3.1829239,,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
218,Roull Place,EH12 7JS,15,55.9359155,-3.2813623,22/02/2011,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
219,East Farm Of Gilmerton,EH17 8TG,16,55.9058624,-3.1297181,24/06/2008,3,1,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
220,Mearenside,EH12 8UQ,9,55.9508057,-3.3066978,18/08/2008,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
221,Gogarloch Bank,EH12 9LA,9,55.9359962,-3.3015766,28/04/2010,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
222,Salamander Yards ,EH6 7HB,8,55.9719654,-3.154419,18/06/2010,2,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
223,Pennywell Gardens,EH4 4NX,7,55.9722232,-3.256968,24/06/2010,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
224,Promenade Portobello,EH15 2EE,11,55.9522643,-3.1042156,25/02/2009,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
225,Greenend Drive,EH17 7QG,16,55.9134873,-3.1504382,22/04/2009,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
226,Redbraes Place,EH7 4LL,12,55.9687281,-3.1877647,,2,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
227,Granton Gardens,EH5 1AX,7,55.9768903,-3.2226865,,3,2,2,2,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
228,Silverknowes Avenue,EH4 5HU,14,55.9681971,-3.2744179,28/04/2009,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
229,Parkside,EH16 5XJ,17,55.9416094,-3.1733662,,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
230,Inverleith Terrace Grove,EH3 5NP,4,55.9632978,-3.2030013,30/06/2009,3,3,1,1,1,3,1,0,0,1,0,1,0,1,0,0,0,1,0
231,Campbell Road,EH12 6DT,15,55.9491625,-3.2471523,,3,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
232,Park Crescent,EH16 6JD,16,55.9133386,-3.1578508,22/04/2009,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
233,Arthur Street Lane,EH6 5DR,12,55.9648357,-3.1784584,22/02/2011,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
234,Longcrook,EH1 3EG,6,55.953252,-3.188267,09/09/2009,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
235,New Mart Place,EH14 1TX,2,55.9281552,-3.2492688,22/02/2011,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
236,Findhorn Place,EH9 2NS,17,55.933789,-3.1801299,23/06/2010,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
237,Dalgety Avenue,EH7 5UE,1,55.9579208,-3.1621618,23/06/2009,2,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0
238,Buckstone Hill,EH10 6TH,5,55.9086686,-3.2015727,09/09/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
239,Belvedere Park,EH6 4LR,7,55.9781189,-3.1964541,29/04/2008,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
240,Willowbrae Road,EH8 7JD,1,55.9507115,-3.1409042,25/02/2009,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
241,Parkhead Gardens,EH11 4SQ,13,55.9239762,-3.2763822,18/08/2008,3,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0
242,West Craigs Crescent,EH12 8LY,9,55.941637,-3.3145425,09/12/2008,3,1,1,1,2,3,1,0,0,0,1,0,0,1,1,0,0,0,0
243,Whitehorse Close,EH99 1SP,6,55.9527542,-3.1756988,08/09/2009,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
244,Niddrie Farm Grove,EH16 4DX,11,55.9316356,-3.1338883,08/09/2009,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
245,Marchhall Crescent,EH16 5HL,17,55.9363533,-3.168549,18/06/2009,3,1,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0
246,Pentland Avenue,EH13 0HY,5,55.9078668,-3.2633371,25/02/2009,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
247,Glenlee Gardens,EH8 7HG,1,55.9527885,-3.14976,09/10/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
248,Rodney Street,EH7 4EL,4,55.9619217,-3.1956448,25/06/2009,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
249,Corstorphine Bank Drive,EH12 8RN,15,55.945607,-3.2899499,12/10/2010,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
250,Stirling Road,EH5 3JA,7,55.9768031,-3.2099361,25/02/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
251,New Craighall Drive,EH21 8SG,11,55.9340909,-3.0900318,,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
252,South Gyle Mains,EH12 9ER,9,55.9347994,-3.298578,09/09/2009,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
253,Mentone Gardens,EH9 2DJ,17,55.9312525,-3.1726009,22/04/2008,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
254,Primrose Bank Road,EH5 3JQ,7,55.9789363,-3.2088198,29/04/2010,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
255,Featherhall Crescent South,EH12 7UL,15,55.9411418,-3.2900068,18/08/2008,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
256,Thorntree Side,EH6 8FB,12,55.9665134,-3.1686508,24/06/2008,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
257,Hutchison Grove,EH14 1QR,2,55.9293437,-3.2431835,,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
258,Glenlee Avenue,EH8 7HQ,1,55.9530635,-3.1490592,28/01/2020,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
259,Iona Street,EH6 8SR,12,55.9636247,-3.17442,22/10/2010,3,1,1,2,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
260,Dovecot Road,EH12 7LE,15,55.9384992,-3.2829813,12/10/2010,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
261,Findlay Medway,EH7 6HE,1,55.9643271,-3.1489908,07/04/2008,3,1,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0
262,Figgate Bank,EH15 1HX,11,55.9551416,-3.1122573,12/09/2008,2,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
263,Parkhead Place,EH11 4RQ,13,55.924771,-3.274556,25/02/2009,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
264,Craigleith Hill Gardens,EH4 2JJ,4,55.9594886,-3.2343384,02/02/2011,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
265,Meadow Place Rd,EH12 7QP,9,55.9374037,-3.2916098,,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
266,North Bughtlin Brae,EH12 8XH,9,55.954573,-3.3039958,18/08/2008,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
267,Madeira Place,EH6 4AN,8,55.9756224,-3.1832822,22/10/2010,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
268,Lanark Road West,EH14 5EN,10,55.9020103,-3.2888302,11/02/2011,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
269,Ferry Gair Drive,EH4 4GJ,7,55.966821,-3.2605078,24/06/2010,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
270,Wardieburn Place West,EH5 1EE,7,55.9776417,-3.2289001,14/12/2008,3,2,2,2,3,2,1,3,0,1,1,1,1,1,0,1,0,1,1
271,St Leonard'S Hill,EH8 9RZ,17,55.9438716,-3.1787452,21/06/2010,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
272,Craighall Avenue,EH6 4RP,7,55.9760288,-3.1958736,29/04/2010,3,1,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0
273,Murieston Terrace,EH11 2LH,13,55.9401264,-3.2263845,23/06/2009,2,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
274,Relugas Gardens,EH9 2PU,17,55.9302618,-3.1789397,22/04/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
275,Chancelot Terrace,EH5 3AA,4,55.9721422,-3.1975593,20/10/2009,3,1,1,1,2,2,1,0,0,1,1,1,0,1,1,0,1,0,0
276,Broombank Terrace,EH12 7NY,15,55.9336196,-3.28327,23/06/2009,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
277,Crarae Avenue ,EH4 3JD,4,55.9512925,-3.234979,15/06/2010,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
278,Old Liston Road,EH28 8SJ,14,55.939492,-3.4079927,24/06/2010,4,1,1,1,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0
279,Cramond Green,EH4 6NJ,14,55.9748295,-3.3000075,12/10/2010,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
280,Gilmore Place Lane,EH3 9RQ,2,55.9417123,-3.2078193,21/10/2009,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
281,Meadowfield Terrace,EH8 7PD,1,55.9444756,-3.1411191,26/10/2010,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
282,North Bank Street,EH1 2NE,6,55.9499731,-3.1940404,19/09/2008,1,1,1,2,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0
283,Greenend Gardens,EH17 7QH,16,55.9132509,-3.1497282,25/02/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
284,Pinkhill,EH12 7FA,15,55.9412308,-3.2667091,03/09/2008,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
285,Cockburn Street,EH1 1NY,6,55.9506139,-3.1900501,09/06/2010,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
286,Kilchurn Court,EH12 8GH,9,55.9473415,-3.3079629,22/02/2011,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
287,Balgreen Road,EH12 5XE,15,55.9389459,-3.2513847,27/01/2011,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
288,Walker Drive,EH30 9RS,14,55.9903197,-3.4087762,25/02/2009,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
289,Dinnies Close,EH1 3EG,6,55.953252,-3.188267,31/10/2008,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
290,Buckstone Wynd,EH10 6UQ,5,55.9056714,-3.1996815,,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
291,Haddon'S Court,EH8 9EL,17,55.944245,-3.1826762,17/12/2009,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
292,Baberton Mains Row,EH14 3EH,10,55.9091092,-3.2840503,18/08/2008,3,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
293,Rankin Avenue,EH9 3DB,17,55.9259422,-3.1756218,23/06/2010,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
294,Carrubbers Close,EH1 1SF,6,55.950678,-3.1870061,28/10/2010,1,1,1,3,2,1,1,0,0,1,1,1,1,1,1,0,0,1,1
295,Fountainhall Road,EH9 2LN,17,55.931619,-3.1819378,11/06/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
296,Turner Avenue,EH14 7BS,10,55.889578,-3.3438398,16/12/2008,3,1,1,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0
297,Scotland Street Lane,EH3 6RU,6,55.9585484,-3.198235,24/06/2009,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
298,Farrer Terrace,EH7 6SE,1,55.9552951,-3.1308727,16/09/2008,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
299,Darly Gait,EH11 2AU,13,55.9443768,-3.2190251,10/06/2010,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
300,Queens Road,EH4 2DA,4,55.9589268,-3.2479397,16/12/2009,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
301,Murdoch Terrace,EH11 1BE,2,55.9398138,-3.2178129,27/01/2010,2,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
302,Hampton Place,EH12 5JA,15,55.9450456,-3.2280968,09/06/2009,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
303,Brunstane Road,EH15 2QX,11,55.9470225,-3.1020485,26/10/2010,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
304,Allan Park,EH29 9HA,14,55.957608,-3.4090137,28/04/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
305,Queens Park Avenue,EH8 7ED,1,55.9540377,-3.1550027,25/06/2010,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
306,Carlton Street,EH4 1NE,4,55.957217,-3.2109277,24/06/2008,2,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
307,Morningside Road,EH10 4AX,3,55.9296324,-3.2096585,18/06/2009,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
308,Calton Hill Footpath 22-26,EH1 3EG,6,55.953252,-3.188267,30/10/2009,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
309,Mount Grange,EH9 2QX,17,55.9341468,-3.1955015,21/06/2010,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
310,Woodhall Bank,EH13 0HJ,5,55.9016086,-3.266984,,2,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
311,East Preston Street Lane,EH8 9QH,17,55.939023,-3.1782457,16/12/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
312,Corbiehill Road,EH4 5EB,14,55.9639816,-3.2665821,22/10/2010,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
313,Queen'S Road,EH4 2DA,4,55.9589268,-3.2479397,22/02/2011,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
314,Trinity Grove,EH5 3HB,7,55.9761063,-3.2056247,02/02/2011,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
315,Murieston Crescent,EH11 2LL,13,55.9406639,-3.2265837,09/09/2009,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
316,East Pilton Farm Wynd,EH5 2GL,7,55.9731805,-3.2246374,29/04/2010,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
317,Horse Wynd,EH8 8AZ,6,55.9519602,-3.1737179,,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
318,Villa Road,EH30 9RF,14,55.9905563,-3.4000348,,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
319,Henderson Gardens,EH3 5DN,4,55.9602448,-3.2034947,22/10/2008,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
320,Albert Street,EH7 5LL,12,55.9625217,-3.1753456,19/08/2008,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
321,Ramsay Gardens,EH1 2NA,6,55.9493235,-3.1963552,26/04/2010,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
322,Torrance Park,EH4 7LF,9,55.953444,-3.2925536,25/02/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
323,Hillwood Crescent Ratho,EH28 8QF,14,55.9370826,-3.3899789,28/01/2011,3,1,1,1,1,2,1,0,0,0,1,1,1,0,0,1,0,0,0
324,Bridge Road,EH13 0LG,5,55.9072498,-3.25745,21/10/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
325,Pilton Drive,EH5 2HF,7,55.9724484,-3.2295863,19/08/2008,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
326,Hillsland Gardens,EH14 2QE,13,55.9175735,-3.2777203,,3,1,1,1,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0
327,Bryce Crescent,EH14 5LL,10,55.8987641,-3.3067747,21/10/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
328,Lochend Road,EH6 8BY,8,55.965876,-3.1637559,08/09/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
329,Montpelier Park,EH10 4NH,3,55.9369558,-3.2114876,08/09/2009,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
330,Coillesdene Drive,EH15 2JD,11,55.9476647,-3.0952013,28/01/2010,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
331,Rosebank Gardens,EH5 3QR,7,55.9729738,-3.2137098,16/12/2009,3,1,1,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0
332,Spybank Law Road,EH15 1TJ,11,55.9551794,-3.115977,25/02/2009,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
333,Mid Gillsland Road,EH10 5BW,3,55.9326318,-3.2219027,15/10/2010,3,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0
334,Granville Terrace,EH10 4PG,3,55.9384153,-3.2149061,11/02/2011,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
335,Boswall Loan,EH5 1AR,7,55.9778254,-3.2224523,26/06/2010,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
336,Muirhouse Avenue,EH4 4PP,7,55.9700845,-3.2536885,08/09/2009,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
337,Niddrie House Park,EH16 4UL,11,55.9306402,-3.1225037,23/06/2009,2,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
338,Buckstone Neuk,EH10 6TU,5,55.9082943,-3.1980443,10/06/2010,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
339,Orwell Place,EH11 2AF,13,55.9429656,-3.2192017,,2,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
340,Clerwood Bank,EH12 8PZ,9,55.9505989,-3.2881487,,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
341,Loaning Road,EH7 6JU,1,55.9600385,-3.1456581,27/04/2009,3,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
342,Seafield Way,EH15 1EH,1,55.9642395,-3.1313167,16/09/2008,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
343,Cadogan Road,EH16 6LY,16,55.9125783,-3.1659127,23/06/2010,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
344,Gordon Road,EH12 6NE,15,55.944073,-3.2766119,09/12/2008,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
345,Harrison Place,EH11 1SF,2,55.9344744,-3.2282505,14/10/2008,2,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
346,Oxgangs Terrace,EH13 9BZ,5,55.9074625,-3.2308324,29/10/2010,3,1,1,1,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0
347,Abercorn Crescent,EH8 7HP,1,55.9515257,-3.1461725,22/02/2011,3,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
348,Keith Row,EH4 3NJ,4,55.9562441,-3.2509076,,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
349,Murrayburn Road,EH11 4RX,13,55.9212982,-3.2772781,14/04/2010,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
350,Southhouse Loan,EH17 8HH,16,55.9005476,-3.1588252,15/10/2010,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
351,Fernieside Gardens,EH17 7HN,16,55.9117223,-3.1327874,25/02/2009,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
352,Silverknowes Grove,EH4 5NH,14,55.9700233,-3.2677321,01/05/2008,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
353,Shandon Place,EH11 1PN,2,55.9339631,-3.2307208,18/08/2008,2,2,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,1,0
354,Liberton Drive,EH16 6NW,16,55.9124358,-3.1709437,10/09/2008,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
355,Easter Drylaw Drive,EH4 2QX,4,55.9652753,-3.2427968,22/10/2008,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
356,East Barnton Avenue,EH4 6AH,14,55.9651236,-3.2801643,01/05/2008,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
357,South Maybury St,EH12 8NX,9,55.9422095,-3.3130137,,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
358,Parkgrove View,EH4 7QW,9,55.9586492,-3.2939892,,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
