Inverleith Terrace Grove,30/06/2009,3,3,1,1,1,3,1,0,0,1,0,1,0,1,0,0,0,1,0
Royal Circus,25/02/2009,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Campbell Road,,3,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0
Park Crescent,22/04/2009,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Arthur Street Lane,22/02/2011,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Constitution Street,24/06/2009,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Longcrook,09/09/2009,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Clerwood Terrace,23/06/2009,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
New Mart Place,22/02/2011,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Findhorn Place,23/06/2010,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Dalgety Avenue,23/06/2009,2,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0
Buckstone Hill,09/09/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Belvedere Park,29/04/2008,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Willowbrae Road,25/02/2009,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Parkhead Gardens,18/08/2008,3,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,0,0,0
West Craigs Crescent,09/12/2008,3,1,1,1,2,3,1,0,0,0,1,0,0,1,1,0,0,0,0
Whitehorse Close,08/09/2009,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Niddrie Farm Grove,08/09/2009,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Marchhall Crescent,18/06/2009,3,1,1,1,2,3,1,0,0,1,0,0,0,1,0,0,0,0,0
Pentland Avenue,25/02/2009,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Glenlee Gardens,09/10/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rodney Street,25/06/2009,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
Corstorphine Bank Drive,12/10/2010,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Stirling Road,25/02/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
New Craighall Drive,,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
South Gyle Mains,09/09/2009,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Canongate,16/12/2009,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
Mentone Gardens,22/04/2008,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Primrose Bank Road,29/04/2010,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Restalrig Crescent,09/01/2009,3,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
Featherhall Crescent South,18/08/2008,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
"High Street, South Queensferry",27/01/2010,1,1,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Thorntree Side,24/06/2008,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Hutchison Grove,,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Glenlee Avenue,28/01/2020,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Iona Street,22/10/2010,3,1,1,2,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
Dovecot Road,12/10/2010,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Findlay Medway,07/04/2008,3,1,1,1,2,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Figgate Bank,12/09/2008,2,2,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,1,0
"Almondside, Kirkliston",22/02/2011,3,1,1,1,3,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Parkhead Place,25/02/2009,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Craigleith Hill Gardens,02/02/2011,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Meadow Place Rd,,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
North Bughtlin Brae,18/08/2008,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Madeira Place,22/10/2010,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lanark Road West,11/02/2011,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Ferry Gair Drive,24/06/2010,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Wardieburn Place West,14/12/2008,3,2,2,2,3,2,1,3,0,1,1,1,1,1,0,1,0,1,1
St Leonard'S Hill,21/06/2010,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Craighall Avenue,29/04/2010,3,1,1,1,2,2,1,0,0,1,0,0,0,0,1,1,0,0,0
Murieston Terrace,23/06/2009,2,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Relugas Gardens,22/04/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Chancelot Terrace,20/10/2009,3,1,1,1,2,2,1,0,0,1,1,1,0,1,1,0,1,0,0
"Main Street, Davidson'S Mains",28/04/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Broombank Terrace,23/06/2009,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Crarae Avenue ,15/06/2010,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Middle Park,,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Old Liston Road,24/06/2010,4,1,1,1,1,2,2,0,0,1,0,1,0,1,0,0,0,0,0
Cramond Green,12/10/2010,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Gilmore Place Lane,21/10/2009,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Meadowfield Terrace,26/10/2010,2,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0
North Bank Street,19/09/2008,1,1,1,2,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0
Breadalbane Street,09/01/2009,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Greenend Gardens,25/02/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Pinkhill,03/09/2008,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Cockburn Street,09/06/2010,1,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Kilchurn Court,22/02/2011,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Balgreen Road,27/01/2011,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Walker Drive,25/02/2009,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Dinnies Close,31/10/2008,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Buckstone Wynd,,3,1,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0
Haddon'S Court,17/12/2009,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Baberton Mains Row,18/08/2008,3,1,1,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
Rankin Avenue,23/06/2010,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Carrubbers Close,28/10/2010,1,1,1,3,2,1,1,0,0,1,1,1,1,1,1,0,0,1,1
Fountainhall Road,11/06/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Turner Avenue,16/12/2008,3,1,1,1,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Scotland Street Lane,24/06/2009,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Churchill Place,,2,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Farrer Terrace,16/09/2008,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Darly Gait,10/06/2010,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Queens Road,16/12/2009,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Murdoch Terrace,27/01/2010,2,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
Hampton Place,09/06/2009,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Breadalbane Terrace,02/02/2011,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Brunstane Road,26/10/2010,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0
Allan Park,28/04/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Queens Park Avenue,25/06/2010,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Carlton Street,24/06/2008,2,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Morningside Road,18/06/2009,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Calton Hill Footpath 22-26,30/10/2009,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Mount Grange,21/06/2010,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Woodhall Bank,,2,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
East Preston Street Lane,16/12/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Corbiehill Road,22/10/2010,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Queen'S Road,22/02/2011,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Rose Street South Lane,16/12/2009,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Trinity Grove,02/02/2011,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Murieston Crescent,09/09/2009,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
East Pilton Farm Wynd,29/04/2010,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Horse Wynd,,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Villa Road,,4,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"Underpass, Calder/Calder View",28/04/2008,2,2,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
Henderson Gardens,22/10/2008,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Albert Street,19/08/2008,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Ramsay Gardens,26/04/2010,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Torrance Park,25/02/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Hillwood Crescent Ratho,28/01/2011,3,1,1,1,1,2,1,0,0,0,1,1,1,0,0,1,0,0,0
Bridge Road,21/10/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Pilton Drive,19/08/2008,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Hillsland Gardens,,3,1,1,1,2,1,2,0,0,1,0,1,0,1,0,0,0,0,0
Bryce Crescent,21/10/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Caledonian Road,27/01/2010,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Lochend Road,08/09/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Montpelier Park,08/09/2009,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Potterow,23/06/2010,2,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Coillesdene Drive,28/01/2010,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Rosebank Gardens,16/12/2009,3,1,1,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0
Spybank Law Road,25/02/2009,3,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Mid Gillsland Road,15/10/2010,3,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0
Calder Drive,28/04/2009,3,1,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Granville Terrace,11/02/2011,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Boswall Loan,26/06/2010,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Muirhouse Avenue,08/09/2009,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Niddrie House Park,23/06/2009,2,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Buckstone Neuk,10/06/2010,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Orwell Place,,2,1,1,1,1,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Clerwood Bank,,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Loaning Road,27/04/2009,3,1,1,1,2,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Seafield Way,16/09/2008,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Cadogan Road,23/06/2010,3,1,1,1,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Gordon Road,09/12/2008,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Alva Street,31/10/2008,1,1,1,1,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0
Leopold Place,13/04/2009,1,1,1,1,1,1,1,2,0,1,1,0,1,1,0,0,0,0,0
Harrison Place,14/10/2008,2,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Oxgangs Terrace,29/10/2010,3,1,1,1,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Abercorn Crescent,22/02/2011,3,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Keith Row,,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Murrayburn Road,14/04/2010,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Taylor Gardens,25/02/2009,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Southhouse Loan,15/10/2010,3,1,1,1,1,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Fernieside Gardens,25/02/2009,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Silverknowes Grove,01/05/2008,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Shandon Place,18/08/2008,2,2,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,1,0
Liberton Drive,10/09/2008,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Easter Drylaw Drive,22/10/2008,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
East Barnton Avenue,01/05/2008,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
South Maybury St,,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Parkgrove View,,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Rannoch Grove,27/10/2009,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
St. Clair Road,09/09/2008,2,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
East Hermitage,29/04/2010,2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0
Oxgangs Brae,23/06/2009,3,1,1,2,2,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Craigs Drive,25/02/2009,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
North Fort Street,,2,2,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
Cathcart Place,29/10/2010,2,1,1,1,3,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Wheatfield Road,10/06/2010,2,1,1,1,2,2,1,3,0,1,1,1,0,1,0,1,0,0,0
Broomhouse Medway,28/04/2008,2,1,1,1,3,1,1,0,0,1,1,0,0,1,0,0,0,0,0
West Montgomery Place,16/12/2009,2,1,1,2,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0
Stewart Terrace,23/06/2009,2,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
London Street,19/09/2008,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Newbattle Terrace,23/06/2010,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Cammo Gardens,,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Moredun Park Loan,24/06/2008,3,1,1,1,3,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Easter Drylaw Avenue ,15/06/2009,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Pilrig Heights,25/06/2009,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Logie Green Gardens,30/06/2009,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,1,0,0,0
East Castle Road,22/02/2011,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Claverhouse Drive,08/09/2009,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Comiston Place,10/06/2010,2,1,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Durham Place East,16/12/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Regent Place,20/10/2009,2,1,1,1,2,2,1,0,0,1,1,1,1,1,1,0,1,0,0
Temple Park Crescent,23/06/2009,3,1,1,1,1,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Cowgatehead,24/06/2009,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Bughtlin Park,09/06/2008,2,2,1,1,4,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Forteviot House,17/06/2010,2,1,1,1,3,1,1,0,0,1,1,1,1,1,0,0,0,0,0
Cleekim Drive,25/06/2010,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
East Parkside,16/12/2008,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Corstophine Bank Avenue ,09/06/2009,3,1,1,1,3,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Craigleith Road,24/06/2010,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Silverknowes Place,09/06/2010,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Pennywell Medway,22/02/2011,2,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Annadale Street Lane,14/12/2008,2,1,1,2,2,2,1,1,0,1,0,0,1,1,1,0,1,0,1
Barnton Park Drive,24/06/2010,3,1,1,1,2,4,1,0,0,0,0,1,0,1,0,0,0,0,0
Fillyside Avenue,,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Seafield Street,07/04/2008,3,1,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0
Bingham Way,,3,1,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wellington Place,30/06/2009,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Fountain Close,28/10/2010,1,1,1,2,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Quarrybank End,29/10/2010,2,1,1,1,3,3,1,0,0,1,0,0,0,1,0,0,0,0,0
South Oswald Road,26/04/2010,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Miller Row,22/10/2010,3,2,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Oxgangs Row,14/04/2010,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Keith Crescent,04/09/2008,3,1,1,1,1,2,1,0,0,0,0,1,0,1,1,0,0,0,0
Redhall Drive ,10/06/2009,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
West Maitland St,,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Coltbridge Avenue,27/10/2009,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Linksview House,22/10/2008,2,2,2,1,2,2,1,0,0,1,1,1,0,1,0,0,0,1,0
New Tower Place,24/06/2008,2,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Laichpark Place,21/10/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Viewcraig Gardens,22/02/2011,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Craigour Loan,22/04/2008,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Hillpark Court,20/10/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Lochend Road South,22/02/2011,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Oxgangs Farm Drive,23/06/2009,3,1,1,1,2,1,1,0,0,0,0,1,1,1,0,0,0,0,0
Shnadon Street,14/04/2010,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Muirhouse View,22/02/2011,2,1,1,1,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0
Ryehill Grove,30/06/2009,2,2,2,2,2,2,1,0,0,1,1,1,0,1,0,1,0,1,0
Sciennes Road,17/12/2009,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Duddingston Row,17/06/2010,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Smiths Place,,2,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Langton Road,03/11/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Graham Street,28/04/2008,3,2,2,1,2,2,1,0,0,1,1,0,1,1,0,0,0,1,0
Warrender Park Crescent,23/06/2010,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hailes Park,22/02/2011,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Scotstoun Green,,3,1,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Brighton Place,29/10/2009,3,1,1,1,2,2,1,0,0,1,1,0,1,1,0,1,0,0,0
Mortonhall Park Way,03/11/2009,3,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
Silverknowes View,22/10/2010,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Canon Lane,02/02/2011,2,1,1,2,3,4,1,0,0,1,1,1,0,1,0,0,0,0,1
Sydney Terrace,25/06/2010,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Lower London Road,25/02/2009,2,1,1,1,2,4,1,0,0,1,0,1,0,1,0,0,0,0,0
Addiston Park,07/06/2010,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Boroughloch,23/06/2010,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Clermiston Green,18/08/2008,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Braehead Road,27/01/2011,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
West Pilton Lea,25/02/2009,2,2,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,1,0
Southhouse Broadway,16/12/2008,2,1,1,1,1,2,1,2,0,1,0,1,0,1,0,0,0,0,0
Dreghorn Park,09/09/2009,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Crammond Crescent,28/04/2010,3,1,1,2,3,3,1,0,0,1,1,1,0,1,0,0,0,0,0
Craigcrook Square,01/05/2008,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Broomhouse Gardens East,14/10/2008,2,2,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,1,0
Ferniehill Terrace,22/04/2009,3,1,1,1,2,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Belmont Road,,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Grosvenor Gardens,26/04/2010,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Comely Green Place,25/06/2010,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0
Oxgangs Street,14/04/2010,3,1,1,1,2,2,1,0,0,0,1,1,1,1,0,0,0,0,0
Marion Avenue,25/02/2009,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Riccarton Crescent,21/10/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Kinellan Road,09/06/2009,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
White Dales,10/09/2008,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Firrhill Drive,,2,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Morham Park,17/09/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hallcroft Gardens,14/10/2008,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1
Valleyfield Street,08/09/2009,2,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Lothian Road,19/01/2011,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0
Corstorphine High Street,17/06/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bailie Place,22/02/2011,2,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Capelaw Road,27/01/2010,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Orchard Drive ,15/06/2009,3,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
Hillpark Way,16/12/2009,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
High Buckstone,28/04/2009,3,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Buckstone Gate,18/08/2008,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Caiystane Drive,14/04/2010,3,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Craigentinny Avenue,25/02/2009,3,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Wilkieston Road Ratho,14/04/2010,3,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0
Warden'S Close,22/02/2011,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Tweeddale Court,22/06/2010,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Hope Park Crescent,17/12/2009,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0
Stennis Gardens,10/09/2008,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
North Gyle Avenue,22/02/2011,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Alnwickhill Loan,27/01/2011,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Frogston Grove,,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
