Street Name,Date,Time,Grade,Zone,Dogfoul,Vandalism,Graffiti,Weeds,Detritus,Fly Posting,Bin Count,Number Overflowing,Smoking,Drinks,Confectionery,Fast Food,Pedestrian Individual,Business,Domestic,Construction,Animal Faeces,Other
MURRAYBURN DRIVE,09/09/2009,13:27,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MURRAYBURN DRIVE,09/09/2009,13:32,B,2,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
MURRAYBURN GATE,09/09/2009,13:36,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SIGHTHILL RISE,09/09/2009,13:25,B,3,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
BABERTON MAINS LEA,09/09/2009,13:40,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BANKHEAD MEDWAY,09/09/2009,13:20,C,3,1,1,1,2,1,1,0,0,0,1,0,1,1,0,0,0,0,0
OLD FARM PLACE,09/09/2009,11:18,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
DREGHORN PARK,09/09/2009,11:09,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GRANT AVENUE,09/09/2009,11:21,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
REDFORD WALK,09/09/2009,11:15,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
COLINTON MAINS GARDENS,09/09/2009,10:57,B,3,1,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0
STARK'S COTTAGES,09/09/2009,10:54,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
COLINTON MAINS DRIVE,09/09/2009,10:44,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
COLINTON MAINS DRIVE,09/09/2009,10:48,A,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
MONTPELIER PARK,08/09/2009,,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
STEEL'S PLACE,08/09/2009,,B,2,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
ROSENEATH PLACE,08/09/2009,,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
BLACKBARONY ROAD,08/09/2009,,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BLACKET PLACE,08/09/2009,,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
KIRKHILL ROAD,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
CORRENNIE DRIVE,08/09/2009,,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BRAMDEAN GROVE,08/09/2009,,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
BUCKSTONE HILL,09/09/2009,11:02,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
MONKBARNS GARDENS,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
CLAVERHOUSE DRIVE,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
CLAVERHOUSE DRIVE,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
CAPTAIN'S ROAD,08/09/2009,,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
CAPTAIN'S ROAD,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
CRAIGOUR TERRACE,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,0,0,0,1,0,0,0,0
FERNIEHILL PATH,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
"MOREDUNVALE VIEW 23 - MOREDUN PARK GARDENS 32, PATH",08/09/2009,,C,3,4,1,1,2,3,1,0,0,0,1,1,0,1,0,0,0,1,0
NIDDRIE FARM GROVE,08/09/2009,,B,2,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
WHITEHILL STREET,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
PEFFERMILL ROAD,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
PEFFERMILL ROAD,08/09/2009,,C,3,4,1,1,2,3,1,0,0,1,1,1,0,1,1,0,0,1,0
PEFFERMILL ROAD,08/09/2009,,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
CAVALRY PARK DRIVE,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
CAVALRY PARK DRIVE,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
BINGHAM AVENUE,08/09/2009,,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
SOUTHFIELD TERRACE,08/09/2009,,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Ann Street,20/10/2009,10:00,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Queensferry Road,20/10/2009,10:10,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Queensferry Road,20/10/2009,10:20,B,3,1,1,1,2,2,1,1,0,1,1,0,1,1,0,0,0,0,0
Queensferry Road,20/10/2009,10:30,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
South Learmonth Avenue,20/10/2009,10:40,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Queensferry Road,20/10/2009,10:50,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Queensferry Road,20/10/2009,11:00,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Blinkbonny Road,20/10/2009,11:10,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Brunswick Road,20/10/2009,11:30,B,2,2,1,1,2,2,1,0,0,1,0,1,1,1,0,1,0,1,0
Brunswick Road,20/10/2009,11:40,B,2,2,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
Regent Place,20/10/2009,11:50,C,2,1,1,1,2,2,1,0,0,1,1,1,1,1,1,0,1,0,0
Drum Terrace,20/10/2009,12:00,C,3,2,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,1,0
Fox Street,20/10/2009,12:20,C,3,2,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,1,0
Burgess Street,20/10/2009,12:35,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Corruna Place,20/10/2009,12:50,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,1,0,1,0,0
Quilts Wynd,20/10/2009,13:05,B,3,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Pilrig Gardens,20/10/2009,13:20,C,2,2,1,1,2,2,1,0,0,1,1,1,1,1,0,0,0,1,0
Redbraes Grove,20/10/2009,13:30,B,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Bonnington Grove,20/10/2009,13:40,B,3,1,1,3,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Chancelot Terrace,20/10/2009,13:50,B,3,1,1,1,2,2,1,0,0,1,1,1,0,1,1,0,1,0,0
Boswall Gardens,20/10/2009,14:35,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0
Wardieburn Road,20/10/2009,14:45,B,3,2,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,1,0
West Pilton Drive,20/10/2009,14:55,B,2,2,1,1,2,2,1,0,0,1,1,0,0,1,0,1,0,1,0
Hillpark Court,20/10/2009,15:05,B,3,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
March Grove,20/10/2009,15:15,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,1,0,0,0,0
Gilmore Place Lane,21/10/2009,11:20,C,2,1,1,1,2,2,1,0,0,1,1,1,0,1,0,0,0,0,0
Violet Terrace,21/10/2009,11:32,B,2,1,1,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Caiystane Hill,21/10/2009,11:48,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bridge Road,21/10/2009,11:57,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Murrayburn Green,21/10/2009,12:06,B,2,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Stenhouse Street West,21/10/2009,12:13,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Stenhouse Street West,21/10/2009,12:15,C,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Bankhead Terrace,21/10/2009,12:20,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Bankhead Terrace,21/10/2009,12:22,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Dalmahoy Road,21/10/2009,14:00,B,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Dalmahoy Road,21/10/2009,14:03,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dalmahoy Road,21/10/2009,14:05,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lanark Road West / Bridge Road Boundary,21/10/2009,14:16,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Lanark Road West / Bridge Road Boundary,21/10/2009,14:18,B,4,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Lanark Road West / Bridge Road Boundary,21/10/2009,14:19,B,4,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Thriepmuir Avenue,21/10/2009,14:22,B,3,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Newmills Road,21/10/2009,14:27,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Newmills Road,21/10/2009,14:28,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Newmills Road,21/10/2009,14:29,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dolphin Avenue,21/10/2009,14:35,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Pentland View,21/10/2009,14:37,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Riccarton Crescent,21/10/2009,14:41,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Bryce Crescent,21/10/2009,14:45,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Laichpark Road,21/10/2009,14:55,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Laichpark Place,21/10/2009,14:58,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Dalgety Street,29/10/2009,08:17,B,2,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Promenade Terrace,29/10/2009,08:29,B,2,1,1,1,1,2,1,0,0,1,0,1,0,1,0,1,0,0,0
Spa Place,29/10/2009,08:43,A,2,1,1,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Regent Street Lane,29/10/2009,08:53,B,2,1,1,1,3,3,1,0,0,1,0,1,0,1,0,0,0,0,0
Brighton Place,29/10/2009,09:00,B,3,1,1,1,2,2,1,0,0,1,1,0,1,1,0,1,0,0,0
Magdalene Gardens,29/10/2009,09:11,C,2,1,1,1,2,2,1,0,0,1,1,1,1,1,0,1,0,0,0
Magdalene Gardens,29/10/2009,09:15,B,2,2,1,1,2,1,1,0,0,1,1,1,0,1,0,0,0,1,0
Niddrie Mains Road,29/10/2009,09:24,B,2,1,1,1,1,2,1,0,0,0,1,0,1,1,0,0,0,0,0
Niddrie Mains Road,29/10/2009,09:30,B,2,1,1,1,1,2,1,1,0,1,1,1,0,1,0,0,0,0,0
Niddrie Mains Road,29/10/2009,09:39,B,2,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
Niddrie Mains Road,29/10/2009,09:45,B,2,1,1,1,4,2,1,1,0,1,1,0,1,1,0,1,0,0,0
Coltbridge Avenue,27/10/2009,09:35,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
St. John's Avenue,27/10/2009,09:50,B,3,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Belgrave Road,27/10/2009,09:55,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Belgrave Road,27/10/2009,09:57,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Clerwood Way,27/10/2009,10:00,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Rannoch Grove,27/10/2009,10:05,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Saughton Road North,27/10/2009,09:15,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Saughton Road North,27/10/2009,09:18,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Saughton Road North,27/10/2009,09:20,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Balgreen Road,27/10/2009,09:25,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Balgreen Road,27/10/2009,09:27,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Balgreen Road,27/10/2009,09:30,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Corstorphine Road,27/10/2009,09:32,B,3,1,1,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0
Corstorphine Road,27/10/2009,09:34,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Corstorphine Road,27/10/2009,09:45,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Corstorphine Road,27/10/2009,09:47,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Corstorphine Road,27/10/2009,09:55,B,3,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Carberry Place,27/10/2009,09:40,A,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Cramond Avenue,27/10/2009,12:05,B,3,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Cramond Avenue,27/10/2009,12:07,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Barntongate Drive,27/10/2009,12:20,B,3,1,1,1,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0
Barntalloch Court,27/10/2009,12:27,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Craigmount Way,27/10/2009,12:35,B,3,1,1,1,2,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Wester Broom Terrace,27/10/2009,12:45,B,3,1,1,1,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0
Turnhouse Road,27/10/2009,11:50,B,4,2,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,1,0
Turnhouse Road,27/10/2009,11:52,B,4,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Turnhouse Road,27/10/2009,11:55,B,4,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Hillwood Avenue,27/10/2009,11:40,B,3,1,1,1,2,2,2,0,0,1,0,0,0,1,0,0,0,0,0
Brae Park,27/10/2009,11:50,B,3,1,1,1,2,2,1,0,0,1,0,0,1,1,0,0,0,0,0
Upper Cramond Court,27/10/2009,12:00,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Corbiehill Place,27/10/2009,10:15,B,3,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Barnton Park Dell,27/10/2009,10:30,B,3,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Plewlands Croft,27/10/2009,10:45,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Harvest Road,27/10/2009,11:30,B,4,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Harvest Road,27/10/2009,11:30,B,4,1,1,1,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0
Harvest Road,27/10/2009,11:30,B,4,1,1,1,2,2,1,0,0,1,0,1,0,1,0,0,0,0,0
Hardwell Close,03/11/2009,08:10,C,2,2,1,2,3,3,1,0,0,1,1,0,0,1,0,0,0,1,0
Argyle Park Terrace,03/11/2009,08:20,B,2,1,1,1,1,3,1,0,0,0,0,1,0,1,0,0,0,0,0
Church Hill Place,03/11/2009,09:00,B,2,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Viewforth,03/11/2009,09:09,D,2,1,1,1,1,3,1,0,0,0,0,1,1,1,0,0,0,0,0
Hermitage Gardens,03/11/2009,09:20,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Langton Road,03/11/2009,09:27,A,3,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Double Hedges Road,03/11/2009,09:37,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
East Clapperfield,03/11/2009,09:39,B,3,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Greenmantle Loan,03/11/2009,09:49,C,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Fernieside Crescent,03/11/2009,09:54,B,3,1,1,1,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Fernieside Crescent,03/11/2009,09:56,B,3,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Fernieside Grove,03/11/2009,10:00,A,3,1,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mortonhall Park View,03/11/2009,10:11,B,3,1,1,1,1,3,1,0,0,0,1,1,0,1,0,0,0,0,0
Mortonhall Park Way,03/11/2009,10:13,B,3,1,1,1,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0
"Cowgate, front of Sherriff Court",30/10/2009,12:03,B,1,1,1,2,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Walker Street,30/10/2009,09:28,B,1,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Glenfinlas Street,30/10/2009,09:40,C,1,1,1,1,1,2,1,2,0,1,1,0,1,1,0,0,0,0,0
Hope Street,30/10/2009,09:49,B,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Gladstones Close,30/10/2009,11:45,B,1,1,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Calton Hill Footpath 22-26,30/10/2009,10:00,B,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Northumberland Street,30/10/2009,10:20,B,1,1,1,1,2,2,1,0,0,0,0,1,0,1,0,0,0,0,0
Northumberland Street South East Lane,30/10/2009,10:25,A,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Great Stuart Street,30/10/2009,11:17,B,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0
William Street North East Lane,30/10/2009,11:06,B,1,1,1,1,2,2,1,0,0,0,1,0,0,1,0,0,0,0,0
Pirniefield Bank,16/12/2009,09:58,B,2,1,1,1,1,2,1,0,0,0,1,0,0,1,1,0,0,0,0
Clarebank Crescent,16/12/2009,10:05,B,3,2,1,1,3,3,1,0,0,1,1,1,0,1,1,0,0,1,0
Gladstone Place,16/12/2009,10:09,B,3,1,1,1,1,3,2,0,0,1,1,1,0,1,0,0,0,0,0
Cornhill Terrace,16/12/2009,10:13,B,2,2,1,1,1,2,1,0,0,1,1,1,0,1,1,0,0,1,0
Constitution Street - car park entrance,16/12/2009,10:20,B,3,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0
Madeira Place,16/12/2009,10:27,C,2,4,1,1,1,2,1,0,0,1,1,1,0,1,0,0,0,1,0
West Montgomery Place,16/12/2009,10:40,B,2,1,1,2,2,2,2,0,0,1,1,1,1,1,0,0,0,0,0
Annandale Street,16/12/2009,10:47,B,2,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Raeburn Street,16/12/2009,11:07,B,2,2,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,1,0
Redford Court,16/12/2009,11:11,B,2,1,1,1,2,3,1,0,0,1,1,1,0,1,1,0,0,0,0
Allan Street,16/12/2009,11:15,B,2,1,1,1,2,3,1,0,0,1,0,1,0,1,0,0,1,0,0
Craigleith Hill Loan,16/12/2009,11:19,B,3,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Queens Road,16/12/2009,11:25,B,3,2,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,1,0
Hillpark Way,16/12/2009,11:28,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,0,0,0
Hillpark Terrace,16/12/2009,11:31,B,3,1,1,1,1,2,1,0,0,1,1,0,0,1,0,0,1,0,0
Pennywell Gardens,16/12/2009,11:39,B,2,1,1,1,1,2,1,0,0,1,0,0,0,1,0,0,0,0,0
Pennywell Gardens,16/12/2009,11:42,B,2,1,1,1,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
Pennywell Cottages,16/12/2009,11:44,B,2,2,1,1,1,4,1,0,0,1,1,1,1,1,0,0,0,1,0
Boswall Parkway,16/12/2009,11:51,B,3,1,1,1,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Boswall Parkway,16/12/2009,11:52,B,3,2,1,1,2,2,1,1,0,1,1,1,1,1,0,0,0,1,0
Boswall Parkway,16/12/2009,11:53,B,3,1,1,2,1,2,1,0,0,1,1,1,1,1,0,0,0,0,0
Boswall Gardens,16/12/2009,11:55,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Wardieburn Place North,16/12/2009,11:58,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Royston Mains Gardens,16/12/2009,12:00,B,3,2,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,1,0
Ferry Road Place,16/12/2009,12:06,B,2,1,1,2,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0
Beresford Terrace,16/12/2009,12:15,B,3,2,1,1,3,2,1,0,0,1,0,0,0,1,0,0,0,1,0
Rosebank Gardens,16/12/2009,12:19,B,3,1,1,1,2,2,1,0,0,0,0,1,0,1,1,0,0,0,0
Craighall Terrace,16/12/2009,12:23,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Bristo Place,16/12/2009,09:30,B,1,1,1,1,2,2,2,1,0,1,1,0,0,1,0,0,0,0,0
St Giles Street,16/12/2009,09:45,B,1,2,1,1,2,2,1,0,0,1,0,0,0,1,0,1,0,1,0
Ramsay Gardens,16/12/2009,10:00,B,1,1,1,1,1,2,1,0,0,1,0,0,0,1,0,1,0,0,0
Canongate,16/12/2009,10:15,B,1,2,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0
Canongate,16/12/2009,10:30,B,1,1,1,1,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0
Brand Place,16/12/2009,10:50,B,3,2,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,1,0
Waverley Park Terrace,16/12/2009,11:10,B,2,2,1,1,2,2,1,1,0,1,0,1,0,1,0,0,0,1,0
Broughton Street Lane,16/12/2009,11:30,C,2,2,1,1,2,2,1,0,0,1,1,1,1,1,1,0,0,1,0
Cambridge Street,16/12/2009,11:50,B,1,1,1,1,2,2,1,0,0,1,1,0,0,1,0,0,0,0,0
South Charlotte Lane (Randolph Lane),16/12/2009,12:10,B,2,2,1,1,2,2,1,0,0,1,1,1,0,1,1,0,0,1,0
Rose Street South Lane,16/12/2009,12:20,A,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Rose Street South Lane,16/12/2009,12:30,B,1,1,1,1,2,2,1,0,0,1,0,1,1,1,0,0,0,0,0
Hope Park Crescent,17/12/2009,07:45,B,2,1,1,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,0
Hardwell Close,17/12/2009,08:20,B,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0
Davie Street,17/12/2009,08:00,B,2,1,1,2,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0
Carnegie Court,17/12/2009,08:10,B,3,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0
Haddon's Court,17/12/2009,08:30,A,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sciennes Road,17/12/2009,07:35,B,2,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
Sciennes Road,17/12/2009,07:38,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Relugas Road,17/12/2009,07:25,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Relugas Road,17/12/2009,07:28,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
West Mains Road,17/12/2009,07:00,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
West Mains Road,17/12/2009,07:04,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Grange Road,17/12/2009,07:15,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Grange Road,17/12/2009,07:18,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Cameron Toll Gardens,17/12/2009,06:45,B,3,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Glenallan Drive,17/12/2009,08:55,B,3,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
Glenallan Drive,17/12/2009,08:59,B,3,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
Balmwell Avenue,17/12/2009,09:20,B,3,2,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0
Mortonhall Park Bank,17/12/2009,09:55,B,3,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0
Caledonian Road,27/01/2010,14:30,C,2,2,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0
Murdoch Terrace,27/01/2010,14:00,C,2,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
Violet Terrace,27/01/2010,13:53,B,2,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0
Shandon Road,27/01/2010,13:46,B,3,2,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0
Chalmers Buildings,27/01/2010,14:12,B,2,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Harlaw Road,27/01/2010,12:23,B,4,2,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0
Harlaw Road,27/01/2010,12:25,B,4,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0
Harlaw Road,27/01/2010,12:26,A,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Currievale Park,27/01/2010,12:38,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
Nether Currie Crescent,27/01/2010,12:53,B,3,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0
